candidate_id,case_id,text,weak_label,confidence,noise_flag,priority_score,priority_reason,review_decision,final_label
gold_candidate_neut_account_review_schedule_001,account_management_realistic,with a renewal review for next Tuesday.,neutral,0.0,,5,high_business_context;low_confidence,,
gold_candidate_neut_account_status_full_001,sample_emotion_cases,Sharing the update from finance: the meeting starts at 09:00 CET and the agenda is attached in the renewal folder.,neutral,0.0,,5,high_business_context;low_confidence,,
gold_candidate_neut_sales_opening_full_001,sample_sales,"Thanks for making time. I can walk through the pilot scope, rollout plan, and how teams usually evaluate the workflow.",neutral,0.0,,5,high_business_context;low_confidence,,
gold_candidate_neut_sales_status_full_001,sample_emotion_cases,"For reference, the current status is that procurement is scheduled for next Tuesday and the legal review is still open.",neutral,0.0,,5,high_business_context;low_confidence,,
gold_candidate_opp_account_confirm_owners_001,sample_account_management,I'll confirm owners today and schedule a renewal review next week,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
gold_candidate_opp_account_followthrough_seed_001,sample_emotion_cases,Thank you for the recovery plan. We appreciate the follow-through and that works for our renewal review.,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
gold_candidate_opp_account_named_owners_001,account_management_realistic,will send named owners this afternoon with a renewal review for next Tuesday.,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
gold_candidate_risk_sales_procurement_block_001,sales_calls_realistic,"That feels vague. Without a concrete next step, security packet, and discount range, procurement will not move this week.",risk_friction,0.0,,5,high_business_context;low_confidence,,
neut_account_review_schedule_001,signal_labels_review_packet,with a renewal review for next Tuesday.,neutral,0.0,,5,high_business_context;low_confidence,,
neut_account_review_schedule_001,second_review_template,with a renewal review for next Tuesday.,neutral,0.0,,5,high_business_context;low_confidence,,
neut_account_status_agenda_001,sample_emotion_cases,the agenda is attached in the renewal folder.,neutral,0.0,,5,high_business_context;low_confidence,,
neut_account_status_agenda_001,signal_labels_review_packet,the agenda is attached in the renewal folder.,neutral,0.0,,5,high_business_context;low_confidence,,
neut_account_status_agenda_001,second_review_priority_queue,the agenda is attached in the renewal folder.,neutral,0.0,,5,high_business_context;low_confidence,,
neut_account_status_agenda_001,second_review_template,the agenda is attached in the renewal folder.,neutral,0.0,,5,high_business_context;low_confidence,,
neut_account_status_agenda_001,sample_emotion_cases,the agenda is attached in the renewal folder.,,0.0,,5,high_business_context;low_confidence,,
neut_account_status_full_001,signal_labels_review_packet,Sharing the update from finance: the meeting starts at 09:00 CET and the agenda is attached in the renewal folder.,neutral,0.0,,5,high_business_context;low_confidence,,
neut_account_status_full_001,second_review_priority_queue,Sharing the update from finance: the meeting starts at 09:00 CET and the agenda is attached in the renewal folder.,neutral,0.0,,5,high_business_context;low_confidence,,
neut_account_status_full_001,second_review_template,Sharing the update from finance: the meeting starts at 09:00 CET and the agenda is attached in the renewal folder.,neutral,0.0,,5,high_business_context;low_confidence,,
neut_account_status_full_001,sample_emotion_cases,Sharing the update from finance: the meeting starts at 09:00 CET and the agenda is attached in the renewal folder.,,0.0,,5,high_business_context;low_confidence,,
neut_sales_opening_full_001,signal_labels_review_packet,"Thanks for making time. I can walk through the pilot scope, rollout plan, and how teams usually evaluate the workflow.",neutral,0.0,,5,high_business_context;low_confidence,,
neut_sales_opening_full_001,second_review_template,"Thanks for making time. I can walk through the pilot scope, rollout plan, and how teams usually evaluate the workflow.",neutral,0.0,,5,high_business_context;low_confidence,,
neut_sales_status_full_001,signal_labels_review_packet,"For reference, the current status is that procurement is scheduled for next Tuesday and the legal review is still open.",neutral,0.0,,5,high_business_context;low_confidence,,
neut_sales_status_full_001,second_review_template,"For reference, the current status is that procurement is scheduled for next Tuesday and the legal review is still open.",neutral,0.0,,5,high_business_context;low_confidence,,
neut_sales_status_procurement_001,sample_emotion_cases,the current status is that procurement is scheduled for next Tuesday,neutral,0.0,,5,high_business_context;low_confidence,,
neut_sales_status_procurement_001,signal_labels_review_packet,the current status is that procurement is scheduled for next Tuesday,neutral,0.0,,5,high_business_context;low_confidence,,
neut_sales_status_procurement_001,second_review_priority_queue,the current status is that procurement is scheduled for next Tuesday,neutral,0.0,,5,high_business_context;low_confidence,,
neut_sales_status_procurement_001,second_review_template,the current status is that procurement is scheduled for next Tuesday,neutral,0.0,,5,high_business_context;low_confidence,,
neut_sales_status_procurement_001,sample_emotion_cases,the current status is that procurement is scheduled for next Tuesday,,0.0,,5,high_business_context;low_confidence,,
opp_account_confirm_owners_001,signal_labels_review_packet,I'll confirm owners today and schedule a renewal review next week,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_account_confirm_owners_001,second_review_template,I'll confirm owners today and schedule a renewal review next week,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_account_followthrough_seed_001,signal_labels_review_packet,Thank you for the recovery plan. We appreciate the follow-through and that works for our renewal review.,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_account_followthrough_seed_001,second_review_template,Thank you for the recovery plan. We appreciate the follow-through and that works for our renewal review.,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_account_named_owners_001,signal_labels_review_packet,will send named owners this afternoon with a renewal review for next Tuesday.,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_account_named_owners_001,second_review_template,will send named owners this afternoon with a renewal review for next Tuesday.,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_sales_pilot_interest_001,sample_sales,We're interested in a pilot next month,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_sales_pilot_interest_001,signal_labels_review_packet,We're interested in a pilot next month,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_sales_pilot_interest_001,second_review_template,We're interested in a pilot next month,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_sales_plan_commitment_001,sample_sales,"I can send a pilot plan, pricing options, and a proposal by Tuesday",opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_sales_plan_commitment_001,signal_labels_review_packet,"I can send a pilot plan, pricing options, and a proposal by Tuesday",opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_sales_plan_commitment_001,second_review_template,"I can send a pilot plan, pricing options, and a proposal by Tuesday",opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_sales_procurement_path_001,sample_sales,we can bring procurement in next week.,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_sales_procurement_path_001,signal_labels_review_packet,we can bring procurement in next week.,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_sales_procurement_path_001,second_review_priority_queue,we can bring procurement in next week.,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_sales_procurement_path_001,second_review_template,we can bring procurement in next week.,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_sales_procurement_path_001,sample_sales,we can bring procurement in next week.,,0.0,,5,high_business_context;low_confidence,,
opp_sales_security_packet_001,sample_sales,I can include the security packet for procurement.,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_sales_security_packet_001,signal_labels_review_packet,I can include the security packet for procurement.,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
opp_sales_security_packet_001,second_review_template,I can include the security packet for procurement.,opportunity_commitment,0.0,,5,high_business_context;low_confidence,,
risk_account_reduce_seats_001,account_management_realistic,"Our renewal is 30 days out, two onboarding issues are still unresolved, and leadership is asking whether we should reduce seats if support does not stabilize.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_account_reduce_seats_001,signal_labels_review_packet,"Our renewal is 30 days out, two onboarding issues are still unresolved, and leadership is asking whether we should reduce seats if support does not stabilize.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_account_reduce_seats_001,second_review_template,"Our renewal is 30 days out, two onboarding issues are still unresolved, and leadership is asking whether we should reduce seats if support does not stabilize.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_account_unresolved_001,sample_account_management,we're still dealing with two unresolved onboarding issues from the launch.,risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_account_unresolved_001,signal_labels_review_packet,we're still dealing with two unresolved onboarding issues from the launch.,risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_account_unresolved_001,second_review_priority_queue,we're still dealing with two unresolved onboarding issues from the launch.,risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_account_unresolved_001,second_review_template,we're still dealing with two unresolved onboarding issues from the launch.,risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_account_unresolved_001,sample_account_management,we're still dealing with two unresolved onboarding issues from the launch.,,0.0,,5,high_business_context;low_confidence,,
risk_account_vendor_risk_001,signal_labels_review_packet,"But if these issues stay open into renewal, we may cut seats, delay the renewal, or look at another vendor.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_account_vendor_risk_001,second_review_priority_queue,"But if these issues stay open into renewal, we may cut seats, delay the renewal, or look at another vendor.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_account_vendor_risk_001,second_review_template,"But if these issues stay open into renewal, we may cut seats, delay the renewal, or look at another vendor.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_account_vendor_risk_001,sample_account_management,"But if these issues stay open into renewal, we may cut seats, delay the renewal, or look at another vendor.",,0.0,,5,high_business_context;low_confidence,,
risk_sales_procurement_block_001,signal_labels_review_packet,"That feels vague. Without a concrete next step, security packet, and discount range, procurement will not move this week.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_sales_procurement_block_001,second_review_template,"That feels vague. Without a concrete next step, security packet, and discount range, procurement will not move this week.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_deflection_001,signal_labels_review_packet,Refund timing sits with another team,risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_deflection_001,second_review_priority_queue,Refund timing sits with another team,risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_deflection_001,second_review_template,Refund timing sits with another team,risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_deflection_001,sample_support,Refund timing sits with another team,,0.0,,5,high_business_context;low_confidence,,
risk_support_dispute_001,support_tickets_realistic,"That does not solve it. The failed resolution has been open since Monday, the card ending 1111 was charged twice, and if this slips again we will escalate the dispute.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_dispute_001,signal_labels_review_packet,"That does not solve it. The failed resolution has been open since Monday, the card ending 1111 was charged twice, and if this slips again we will escalate the dispute.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_dispute_001,second_review_template,"That does not solve it. The failed resolution has been open since Monday, the card ending 1111 was charged twice, and if this slips again we will escalate the dispute.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_escalation_001,sample_support,"That still doesn't answer the question. I need a real date, not a FAQ, and if this is still unresolved today I'll escalate it to your manager and dispute the charge.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_escalation_001,signal_labels_review_packet,"That still doesn't answer the question. I need a real date, not a FAQ, and if this is still unresolved today I'll escalate it to your manager and dispute the charge.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_escalation_001,second_review_template,"That still doesn't answer the question. I need a real date, not a FAQ, and if this is still unresolved today I'll escalate it to your manager and dispute the charge.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_refund_delay_001,sample_support,"Hi, I'm honestly pretty frustrated. Ticket 78421 has been open for 11 days and the refund still hasn't posted to our card.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_refund_delay_001,signal_labels_review_packet,"Hi, I'm honestly pretty frustrated. Ticket 78421 has been open for 11 days and the refund still hasn't posted to our card.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_refund_delay_001,second_review_priority_queue,"Hi, I'm honestly pretty frustrated. Ticket 78421 has been open for 11 days and the refund still hasn't posted to our card.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_refund_delay_001,second_review_template,"Hi, I'm honestly pretty frustrated. Ticket 78421 has been open for 11 days and the refund still hasn't posted to our card.",risk_friction,0.0,,5,high_business_context;low_confidence,,
risk_support_refund_delay_001,sample_support,"Hi, I'm honestly pretty frustrated. Ticket 78421 has been open for 11 days and the refund still hasn't posted to our card.",,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0002,signal_labels_review_packet,- `risk_friction` - `opportunity_commitment` - `uncertainty_hedging` - `neutral`,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0003,signal_labels_review_packet,"- text: Hi, I'm honestly pretty frustrated. Ticket 78421 has been open for 11 days and the refund still hasn't posted to our card. - evidence_terms: frustrated; 11 days; refund - rationale: Explicit frustration plus an unresolved refund delay creates a clear operational friction signal. - reviewer_label: - reviewer_confidence: - reviewer_notes:",,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0004,signal_labels_review_packet,- text: Refund timing sits with another team - evidence_terms: another team - rationale: The response deflects ownership instead of answering the customer's timing question. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0005,signal_labels_review_packet,"- text: That still doesn't answer the question. I need a real date, not a FAQ, and if this is still unresolved today I'll escalate it to your manager and dispute the charge. - evidence_terms: doesn't answer; escalate; dispute - rationale: The customer explicitly rejects the answer and threatens escalation and a charge dispute. - reviewer_label: - reviewer_confidence: - reviewer_notes:",,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0006,signal_labels_review_packet,"- text: My main concern is price. The seat cost feels expensive versus Zendesk, and the team is also comparing you to Intercom. - evidence_terms: concern; expensive; Zendesk; Intercom - rationale: The buyer raises a pricing objection and competitor comparison in the same turn. - reviewer_label: - reviewer_confidence: - reviewer_notes:",,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0007,signal_labels_review_packet,"- text: we're still dealing with two unresolved onboarding issues from the launch. - evidence_terms: unresolved; issues - rationale: The account context is still carrying unresolved launch issues, which is a direct friction signal. - reviewer_label: - reviewer_confidence: - reviewer_notes:",,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0008,signal_labels_review_packet,"- text: But if these issues stay open into renewal, we may cut seats, delay the renewal, or look at another vendor. - evidence_terms: cut seats; delay the renewal; look at another vendor - rationale: The customer explicitly names downgrade and competitive-switch risk. - reviewer_label: - reviewer_confidence: - reviewer_notes:",,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0009,signal_labels_review_packet,- text: I'm frustrated that invoice 8842 still shows the wrong total and nobody has confirmed when the credit will post. Please send the update to [EMAIL] or call [PHONE]. - evidence_terms: frustrated; wrong total; nobody has confirmed - rationale: The customer describes an unresolved billing error with no confirmed posting date. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0011,signal_labels_review_packet,"- text: That does not solve it. The failed resolution has been open since Monday, the card ending 1111 was charged twice, and if this slips again we will escalate the dispute. - evidence_terms: does not solve; failed resolution; charged twice; escalate - rationale: The customer describes a failed resolution, duplicate charge, and escalation threat. - reviewer_label: - reviewer_confidence: - reviewer_notes:",,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0012,signal_labels_review_packet,"- text: That feels vague. Without a concrete next step, security packet, and discount range, procurement will not move this week. - evidence_terms: vague; concrete next step; will not move - rationale: The buyer explicitly says the deal cannot advance without clearer follow-through. - reviewer_label: - reviewer_confidence: - reviewer_notes:",,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0013,signal_labels_review_packet,"- text: Our renewal is 30 days out, two onboarding issues are still unresolved, and leadership is asking whether we should reduce seats if support does not stabilize. - evidence_terms: unresolved; reduce seats; does not stabilize - rationale: The account is near renewal with unresolved issues and a concrete seat-reduction risk. - reviewer_label: - reviewer_confidence: - reviewer_notes:",,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0015,signal_labels_review_packet,- text: We're interested in a pilot next month - evidence_terms: interested; pilot next month - rationale: This clause states concrete buyer interest in a pilot timeline. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0016,signal_labels_review_packet,"- text: I can send a pilot plan, pricing options, and a proposal by Tuesday - evidence_terms: send; proposal by Tuesday - rationale: The rep makes a dated follow-up commitment tied to the deal process. - reviewer_label: - reviewer_confidence: - reviewer_notes:",,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0017,signal_labels_review_packet,- text: I can include the security packet for procurement. - evidence_terms: security packet; procurement - rationale: The rep offers a concrete artifact that helps the buying process move forward. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0018,signal_labels_review_packet,- text: we can bring procurement in next week. - evidence_terms: bring procurement in next week - rationale: The buyer names a concrete next step if the commercial conditions land. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0019,signal_labels_review_packet,- text: I own the action items and will send a recovery plan by Friday with owners for each open item. - evidence_terms: I own; will send; by Friday; owners - rationale: The account manager takes ownership and gives a dated recovery commitment. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0021,signal_labels_review_packet,- text: I'll confirm owners today and schedule a renewal review next week - evidence_terms: confirm owners; today; schedule a renewal review next week - rationale: The account manager gives concrete ownership and meeting commitments. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0023,signal_labels_review_packet,- text: will send named owners this afternoon with a renewal review for next Tuesday. - evidence_terms: named owners; this afternoon; next Tuesday - rationale: This clause contains dated follow-through and explicit ownership structure. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0026,signal_labels_review_packet,- text: Thank you for the recovery plan. We appreciate the follow-through and that works for our renewal review. - evidence_terms: recovery plan; follow-through; works for our renewal review - rationale: The customer acknowledges that the recovery plan is actionable and acceptable. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0033,signal_labels_review_packet,- text: I still do not know what happens after the pilot. - evidence_terms: do not know; after the pilot - rationale: The buyer explicitly states uncertainty about post-pilot rollout. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0034,signal_labels_review_packet,- text: We can probably work something out on pricing - evidence_terms: probably - rationale: The rep uses explicitly hedged pricing language. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0040,signal_labels_review_packet,"- text: Thanks for making time. I can walk through the pilot scope, rollout plan, and how teams usually evaluate the workflow. - evidence_terms: making time; pilot scope; rollout plan - rationale: This opening turn is mostly procedural and does not yet signal friction, uncertainty, or a commitment outcome. - reviewer_label: - reviewer_confidence: - reviewer_notes:",,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0042,signal_labels_review_packet,"- text: For reference, the current status is that procurement is scheduled for next Tuesday and the legal review is still open. - evidence_terms: for reference; current status; scheduled for next Tuesday - rationale: The utterance is primarily a procedural status update rather than a directional judgment. - reviewer_label: - reviewer_confidence: - reviewer_notes:",,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0043,signal_labels_review_packet,- text: the current status is that procurement is scheduled for next Tuesday - evidence_terms: current status; scheduled for next Tuesday - rationale: This clause is a plain process update without clear friction or commitment strength on its own. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0044,signal_labels_review_packet,- text: Sharing the update from finance: the meeting starts at 09:00 CET and the agenda is attached in the renewal folder. - evidence_terms: update from finance; meeting starts; agenda is attached - rationale: This is an operational scheduling update rather than a risk or opportunity signal. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0047,signal_labels_review_packet,- text: the agenda is attached in the renewal folder. - evidence_terms: agenda is attached - rationale: This is a purely operational document-reference clause. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0048,signal_labels_review_packet,- text: with a renewal review for next Tuesday. - evidence_terms: renewal review; next Tuesday - rationale: This isolated scheduling clause is useful as a neutral procedural example. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
signal_labels_review_packet_paragraph_0050,signal_labels_review_packet,- text: the legal review is still open. - evidence_terms: legal review - rationale: This clause states process status without enough context to assign friction or commitment on its own. - reviewer_label: - reviewer_confidence: - reviewer_notes:,,0.0,,5,high_business_context;low_confidence,,
unc_sales_probably_001,sales_calls_realistic,We can probably work something out on pricing,uncertainty_hedging,0.0,,5,high_business_context;low_confidence,,
unc_sales_probably_001,signal_labels_review_packet,We can probably work something out on pricing,uncertainty_hedging,0.0,,5,high_business_context;low_confidence,,
unc_sales_probably_001,second_review_priority_queue,We can probably work something out on pricing,uncertainty_hedging,0.0,,5,high_business_context;low_confidence,,
unc_sales_probably_001,second_review_template,We can probably work something out on pricing,uncertainty_hedging,0.0,,5,high_business_context;low_confidence,,
unc_sales_probably_001,sales_calls_realistic,We can probably work something out on pricing,,0.0,,5,high_business_context;low_confidence,,
unc_sales_unknown_after_pilot_001,sales_calls_realistic,I still do not know what happens after the pilot.,uncertainty_hedging,0.0,,5,high_business_context;low_confidence,,
unc_sales_unknown_after_pilot_001,signal_labels_review_packet,I still do not know what happens after the pilot.,uncertainty_hedging,0.0,,5,high_business_context;low_confidence,,
unc_sales_unknown_after_pilot_001,second_review_template,I still do not know what happens after the pilot.,uncertainty_hedging,0.0,,5,high_business_context;low_confidence,,
candidate_0105,account_management_demo_output,Account team commitment language detected.,neutral,0.35,,4,high_business_context;low_confidence;duplicate_flagged,,
candidate_0130,buyer_one_pager,deliver a deterministic risk and signal report,neutral,0.35,,4,high_business_context;low_confidence;duplicate_flagged,,
candidate_0241,demo_index,"support: `support_low_directness, support_deflection, support_frustration, support_escalation_risk`",neutral,0.35,,4,high_business_context;low_confidence;duplicate_flagged,,
candidate_0242,demo_index,"sales: `sales_pricing_risk, sales_objection_pressure, sales_competitor_pressure, sales_buyer_intent, sales_next_step_defined`",neutral,0.35,,4,high_business_context;low_confidence;duplicate_flagged,,
neut_account_review_schedule_001,account_management_realistic,with a renewal review for next Tuesday.,neutral,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
neut_account_review_schedule_001,account_management_realistic,with a renewal review for next Tuesday.,neutral,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
neut_account_status_agenda_001,sample_emotion_cases,the agenda is attached in the renewal folder.,neutral,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
neut_account_status_agenda_001,sample_emotion_cases,the agenda is attached in the renewal folder.,,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
neut_account_status_full_001,sample_emotion_cases,Sharing the update from finance: the meeting starts at 09:00 CET and the agenda is attached in the renewal folder.,neutral,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
neut_account_status_full_001,sample_emotion_cases,Sharing the update from finance: the meeting starts at 09:00 CET and the agenda is attached in the renewal folder.,neutral,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
neut_account_status_full_001,sample_emotion_cases,Sharing the update from finance: the meeting starts at 09:00 CET and the agenda is attached in the renewal folder.,,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
neut_sales_opening_full_001,sample_sales,"Thanks for making time. I can walk through the pilot scope, rollout plan, and how teams usually evaluate the workflow.",neutral,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
neut_sales_opening_full_001,sample_sales,"Thanks for making time. I can walk through the pilot scope, rollout plan, and how teams usually evaluate the workflow.",neutral,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
neut_sales_status_full_001,sample_emotion_cases,"For reference, the current status is that procurement is scheduled for next Tuesday and the legal review is still open.",neutral,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
neut_sales_status_full_001,sample_emotion_cases,"For reference, the current status is that procurement is scheduled for next Tuesday and the legal review is still open.",neutral,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
neut_sales_status_procurement_001,sample_emotion_cases,the current status is that procurement is scheduled for next Tuesday,neutral,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
neut_sales_status_procurement_001,sample_emotion_cases,the current status is that procurement is scheduled for next Tuesday,,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
opp_account_confirm_owners_001,sample_account_management,I'll confirm owners today and schedule a renewal review next week,opportunity_commitment,0.0,,4,high_business_context;low_confidence;duplicate_flagged,,
