candidate_id,source,source_row,case_id,weak_label,confidence,reason,text,noise_flag,duplicate_of
candidate_0057,data/nlp_research/candidate_review_priority_30.csv,21,sample_account_management,opportunity_commitment,0.0,send; action items; i own; recovery plan,I own the action items and will send a recovery plan by Friday with owners for each open item.,,
candidate_0073,data/nlp_research/candidate_review_priority_30.csv,22,sample_sales,opportunity_commitment,0.0,pilot; procurement; proposal; pilot plan; pricing options; send,"I can send a pilot plan, pricing options, and a proposal by Tuesday, and I can include the security packet for procurement.",,
candidate_0074,data/nlp_research/candidate_review_priority_30.csv,23,sample_sales,opportunity_commitment,0.0,pilot; pilot plan; pricing options; send,"I can send a pilot plan, pricing options",,
candidate_0030,data/nlp_research/candidate_review_priority_30.csv,24,account_management_realistic,opportunity_commitment,0.0,fixed; expand; recovery plan,"If the recovery plan lands and the integrations are fixed, we may still expand analytics seats later this quarter.",,
candidate_0060,data/nlp_research/candidate_review_priority_30.csv,25,sample_account_management,opportunity_commitment,0.0,schedule; expansion; renewal review,I'll confirm owners today and schedule a renewal review next week so we can decide whether expansion is still realistic.,,
candidate_0075,data/nlp_research/candidate_review_priority_30.csv,26,sample_sales,opportunity_commitment,0.0,proposal,and a proposal by Tuesday,,
candidate_0076,data/nlp_research/candidate_review_priority_30.csv,27,sample_sales,opportunity_commitment,0.0,procurement,and I can include the security packet for procurement.,,
candidate_0228,data/nlp_research/candidate_review_priority_30.csv,28,sales_demo_output,opportunity_commitment,0.0,pilot; proposal; pilot plan; pricing options; send,"I can send a pilot plan, pricing options, and a proposal by Tuesday, and I can include the security packet for pr...",,
candidate_0015,data/nlp_research/candidate_review_priority_30.csv,29,sample_emotion_cases,opportunity_commitment,0.0,recovery plan,Thank you for the recovery plan.,,
gold_candidate_risk_sales_pricing_objection_001,data/nlp_research/gold_holdout_candidates.jsonl,0,sample_sales,risk_friction,0.0,,"My main concern is price. The seat cost feels expensive versus Zendesk, and the team is also comparing you to Intercom.",,
gold_candidate_risk_support_anger_seed_001,data/nlp_research/gold_holdout_candidates.jsonl,1,sample_emotion_cases,risk_friction,0.0,,I'm angry that your team charged the wrong card again and closed the ticket without notice.,,
gold_candidate_risk_sales_procurement_block_001,data/nlp_research/gold_holdout_candidates.jsonl,2,sales_calls_realistic,risk_friction,0.0,,"That feels vague. Without a concrete next step, security packet, and discount range, procurement will not move this week.",,
gold_candidate_risk_support_help_center_001,data/nlp_research/gold_holdout_candidates.jsonl,3,support_tickets_realistic,risk_friction,0.0,,"Billing is still reviewing it, so please check the help center article for now while we wait for their response.",,
gold_candidate_opp_account_recovery_plan_001,data/nlp_research/gold_holdout_candidates.jsonl,4,sample_account_management,opportunity_commitment,0.0,,I own the action items and will send a recovery plan by Friday with owners for each open item.,,candidate_0057
gold_candidate_opp_account_confirm_owners_001,data/nlp_research/gold_holdout_candidates.jsonl,5,sample_account_management,opportunity_commitment,0.0,,I'll confirm owners today and schedule a renewal review next week,,
gold_candidate_opp_account_named_owners_001,data/nlp_research/gold_holdout_candidates.jsonl,6,account_management_realistic,opportunity_commitment,0.0,,will send named owners this afternoon with a renewal review for next Tuesday.,,
gold_candidate_opp_account_followthrough_seed_001,data/nlp_research/gold_holdout_candidates.jsonl,7,sample_emotion_cases,opportunity_commitment,0.0,,Thank you for the recovery plan. We appreciate the follow-through and that works for our renewal review.,,
gold_candidate_unc_support_waiting_update_001,data/nlp_research/gold_holdout_candidates.jsonl,8,sample_support,uncertainty_hedging,0.0,,We are still looking into it and someone will reach out later once billing has an update.,,
gold_candidate_unc_sales_confusion_seed_001,data/nlp_research/gold_holdout_candidates.jsonl,9,sample_emotion_cases,uncertainty_hedging,0.0,,Can you explain what this new implementation fee covers? I don't understand the difference between the two quotes.,,
gold_candidate_unc_account_rollout_condition_001,data/nlp_research/gold_holdout_candidates.jsonl,10,sample_account_management,uncertainty_hedging,0.0,,If the rollout stabilizes this quarter,,
gold_candidate_unc_sales_discount_signoff_001,data/nlp_research/gold_holdout_candidates.jsonl,11,sample_sales,uncertainty_hedging,0.0,,If the discount works and security signs off,,
gold_candidate_neut_sales_status_full_001,data/nlp_research/gold_holdout_candidates.jsonl,12,sample_emotion_cases,neutral,0.0,,"For reference, the current status is that procurement is scheduled for next Tuesday and the legal review is still open.",,
gold_candidate_neut_sales_opening_full_001,data/nlp_research/gold_holdout_candidates.jsonl,13,sample_sales,neutral,0.0,,"Thanks for making time. I can walk through the pilot scope, rollout plan, and how teams usually evaluate the workflow.",,
gold_candidate_neut_account_status_full_001,data/nlp_research/gold_holdout_candidates.jsonl,14,sample_emotion_cases,neutral,0.0,,Sharing the update from finance: the meeting starts at 09:00 CET and the agenda is attached in the renewal folder.,,
gold_candidate_neut_account_review_schedule_001,data/nlp_research/gold_holdout_candidates.jsonl,15,account_management_realistic,neutral,0.0,,with a renewal review for next Tuesday.,,
risk_support_refund_delay_001,data/nlp_research/human_reviewed_signal_labels.jsonl,0,sample_support,risk_friction,0.0,Explicit frustration plus an unresolved refund delay creates a clear operational friction signal.,"Hi, I'm honestly pretty frustrated. Ticket 78421 has been open for 11 days and the refund still hasn't posted to our card.",,
risk_support_deflection_001,data/nlp_research/human_reviewed_signal_labels.jsonl,1,sample_support,risk_friction,0.0,The response deflects ownership instead of answering the customer's timing question.,Refund timing sits with another team,,candidate_0084
risk_support_escalation_001,data/nlp_research/human_reviewed_signal_labels.jsonl,2,sample_support,risk_friction,0.0,The customer explicitly rejects the answer and threatens escalation and a charge dispute.,"That still doesn't answer the question. I need a real date, not a FAQ, and if this is still unresolved today I'll escalate it to your manager and dispute the charge.",,
risk_sales_pricing_objection_001,data/nlp_research/human_reviewed_signal_labels.jsonl,3,sample_sales,risk_friction,0.0,The buyer raises a pricing objection and competitor comparison in the same turn.,"My main concern is price. The seat cost feels expensive versus Zendesk, and the team is also comparing you to Intercom.",,gold_candidate_risk_sales_pricing_objection_001
risk_account_unresolved_001,data/nlp_research/human_reviewed_signal_labels.jsonl,4,sample_account_management,risk_friction,0.0,"The account context is still carrying unresolved launch issues, which is a direct friction signal.",we're still dealing with two unresolved onboarding issues from the launch.,,
risk_account_vendor_risk_001,data/nlp_research/human_reviewed_signal_labels.jsonl,5,sample_account_management,risk_friction,0.0,The customer explicitly names downgrade and competitive-switch risk.,"But if these issues stay open into renewal, we may cut seats, delay the renewal, or look at another vendor.",,candidate_0059
risk_support_billing_delay_001,data/nlp_research/human_reviewed_signal_labels.jsonl,6,support_tickets_realistic,risk_friction,0.0,The customer describes an unresolved billing error with no confirmed posting date.,I'm frustrated that invoice 8842 still shows the wrong total and nobody has confirmed when the credit will post. Please send the update to [EMAIL] or call [PHONE].,,
risk_support_help_center_001,data/nlp_research/human_reviewed_signal_labels.jsonl,7,support_tickets_realistic,risk_friction,0.0,The agent deflects to documentation and keeps ownership vague.,"Billing is still reviewing it, so please check the help center article for now while we wait for their response.",,gold_candidate_risk_support_help_center_001
risk_support_dispute_001,data/nlp_research/human_reviewed_signal_labels.jsonl,8,support_tickets_realistic,risk_friction,0.0,"The customer describes a failed resolution, duplicate charge, and escalation threat.","That does not solve it. The failed resolution has been open since Monday, the card ending 1111 was charged twice, and if this slips again we will escalate the dispute.",,
risk_sales_procurement_block_001,data/nlp_research/human_reviewed_signal_labels.jsonl,9,sales_calls_realistic,risk_friction,0.0,The buyer explicitly says the deal cannot advance without clearer follow-through.,"That feels vague. Without a concrete next step, security packet, and discount range, procurement will not move this week.",,gold_candidate_risk_sales_procurement_block_001
risk_account_reduce_seats_001,data/nlp_research/human_reviewed_signal_labels.jsonl,10,account_management_realistic,risk_friction,0.0,The account is near renewal with unresolved issues and a concrete seat-reduction risk.,"Our renewal is 30 days out, two onboarding issues are still unresolved, and leadership is asking whether we should reduce seats if support does not stabilize.",,
risk_support_anger_seed_001,data/nlp_research/human_reviewed_signal_labels.jsonl,11,sample_emotion_cases,risk_friction,0.0,The utterance describes a repeated billing failure and a broken support process.,I'm angry that your team charged the wrong card again and closed the ticket without notice.,,gold_candidate_risk_support_anger_seed_001
opp_sales_pilot_interest_001,data/nlp_research/human_reviewed_signal_labels.jsonl,12,sample_sales,opportunity_commitment,0.0,This clause states concrete buyer interest in a pilot timeline.,We're interested in a pilot next month,,
opp_sales_plan_commitment_001,data/nlp_research/human_reviewed_signal_labels.jsonl,13,sample_sales,opportunity_commitment,0.0,The rep makes a dated follow-up commitment tied to the deal process.,"I can send a pilot plan, pricing options, and a proposal by Tuesday",,
opp_sales_security_packet_001,data/nlp_research/human_reviewed_signal_labels.jsonl,14,sample_sales,opportunity_commitment,0.0,The rep offers a concrete artifact that helps the buying process move forward.,I can include the security packet for procurement.,,
opp_sales_procurement_path_001,data/nlp_research/human_reviewed_signal_labels.jsonl,15,sample_sales,opportunity_commitment,0.0,The buyer names a concrete next step if the commercial conditions land.,we can bring procurement in next week.,,
opp_account_recovery_plan_001,data/nlp_research/human_reviewed_signal_labels.jsonl,16,sample_account_management,opportunity_commitment,0.0,The account manager takes ownership and gives a dated recovery commitment.,I own the action items and will send a recovery plan by Friday with owners for each open item.,,candidate_0057
opp_account_expand_support_001,data/nlp_research/human_reviewed_signal_labels.jsonl,17,sample_account_management,opportunity_commitment,0.0,"Even though it is conditional, this clause names specific expansion upside.",we may add the support team and upgrade to the enterprise package.,,
opp_account_confirm_owners_001,data/nlp_research/human_reviewed_signal_labels.jsonl,18,sample_account_management,opportunity_commitment,0.0,The account manager gives concrete ownership and meeting commitments.,I'll confirm owners today and schedule a renewal review next week,,gold_candidate_opp_account_confirm_owners_001
opp_account_own_recovery_001,data/nlp_research/human_reviewed_signal_labels.jsonl,19,account_management_realistic,opportunity_commitment,0.0,This clause contains explicit ownership language.,I own the recovery plan,,
opp_account_named_owners_001,data/nlp_research/human_reviewed_signal_labels.jsonl,20,account_management_realistic,opportunity_commitment,0.0,This clause contains dated follow-through and explicit ownership structure.,will send named owners this afternoon with a renewal review for next Tuesday.,,gold_candidate_opp_account_named_owners_001
opp_account_expand_realistic_001,data/nlp_research/human_reviewed_signal_labels.jsonl,21,account_management_realistic,opportunity_commitment,0.0,The customer names a specific expansion path if the recovery lands.,we may still expand analytics seats later this quarter.,,
opp_support_resolution_seed_001,data/nlp_research/human_reviewed_signal_labels.jsonl,22,sample_emotion_cases,opportunity_commitment,0.0,The utterance confirms a completed resolution and positive follow-through.,"Thanks, the replacement order arrived this morning and I'm happy with how quickly your team solved it.",,
opp_account_followthrough_seed_001,data/nlp_research/human_reviewed_signal_labels.jsonl,23,sample_emotion_cases,opportunity_commitment,0.0,The customer acknowledges that the recovery plan is actionable and acceptable.,Thank you for the recovery plan. We appreciate the follow-through and that works for our renewal review.,,gold_candidate_opp_account_followthrough_seed_001
opp_sales_security_review_path_001,data/nlp_research/human_reviewed_signal_labels.jsonl,24,sample_sales,opportunity_commitment,0.0,"This clause suggests positive comparative fit, which supports forward motion without standing alone as a close signal.",the onboarding looks lighter than what we've seen before.,,
unc_support_waiting_update_001,data/nlp_research/human_reviewed_signal_labels.jsonl,25,sample_support,uncertainty_hedging,0.0,"The response defers timing and ownership, but the defining cue is uncertainty rather than direct confrontation.",We are still looking into it and someone will reach out later once billing has an update.,,gold_candidate_unc_support_waiting_update_001
unc_sales_security_review_001,data/nlp_research/human_reviewed_signal_labels.jsonl,26,sample_sales,uncertainty_hedging,0.0,The buyer interest is clearly contingent on future checks and onboarding confidence.,if the security review goes well and the onboarding looks lighter than what we've seen before.,,
unc_sales_discount_signoff_001,data/nlp_research/human_reviewed_signal_labels.jsonl,27,sample_sales,uncertainty_hedging,0.0,The next step depends on commercial and security contingencies.,If the discount works and security signs off,,gold_candidate_unc_sales_discount_signoff_001
unc_account_rollout_condition_001,data/nlp_research/human_reviewed_signal_labels.jsonl,28,sample_account_management,uncertainty_hedging,0.0,The customer frames expansion upside as conditional on future stability.,If the rollout stabilizes this quarter,,gold_candidate_unc_account_rollout_condition_001
unc_account_expansion_realistic_001,data/nlp_research/human_reviewed_signal_labels.jsonl,29,sample_account_management,uncertainty_hedging,0.0,This clause explicitly defers certainty about expansion viability.,so we can decide whether expansion is still realistic.,,
unc_sales_unknown_after_pilot_001,data/nlp_research/human_reviewed_signal_labels.jsonl,30,sales_calls_realistic,uncertainty_hedging,0.0,The buyer explicitly states uncertainty about post-pilot rollout.,I still do not know what happens after the pilot.,,
unc_sales_probably_001,data/nlp_research/human_reviewed_signal_labels.jsonl,31,sales_calls_realistic,uncertainty_hedging,0.0,The rep uses explicitly hedged pricing language.,We can probably work something out on pricing,,
unc_sales_details_later_001,data/nlp_research/human_reviewed_signal_labels.jsonl,32,sales_calls_realistic,uncertainty_hedging,0.0,The rep defers specifics to a later internal regrouping step.,and I can send more details later once I regroup with the team.,,
unc_account_if_recovery_lands_001,data/nlp_research/human_reviewed_signal_labels.jsonl,33,account_management_realistic,uncertainty_hedging,0.0,The customer explicitly conditions expansion on future execution and technical outcomes.,If the recovery plan lands and the integrations are fixed,,
unc_support_confusion_seed_001,data/nlp_research/human_reviewed_signal_labels.jsonl,34,sample_emotion_cases,uncertainty_hedging,0.0,The utterance expresses concrete ambiguity about the current billing state.,I'm confused about which invoice version is final because the portal and the email summary do not match.,,
unc_sales_confusion_seed_001,data/nlp_research/human_reviewed_signal_labels.jsonl,35,sample_emotion_cases,uncertainty_hedging,0.0,The buyer explicitly asks for clarification because the commercial terms are unclear.,Can you explain what this new implementation fee covers? I don't understand the difference between the two quotes.,,gold_candidate_unc_sales_confusion_seed_001
unc_support_concern_seed_001,data/nlp_research/human_reviewed_signal_labels.jsonl,36,sample_emotion_cases,uncertainty_hedging,0.0,The speaker highlights an unconfirmed rollback plan and asks for follow-up.,I'm concerned the rollback plan still hasn't been confirmed. Please send the update to [EMAIL] when you have it.,,
neut_sales_opening_full_001,data/nlp_research/human_reviewed_signal_labels.jsonl,37,sample_sales,neutral,0.0,"This opening turn is mostly procedural and does not yet signal friction, uncertainty, or a commitment outcome.","Thanks for making time. I can walk through the pilot scope, rollout plan, and how teams usually evaluate the workflow.",,gold_candidate_neut_sales_opening_full_001
neut_sales_opening_thanks_001,data/nlp_research/human_reviewed_signal_labels.jsonl,38,sample_sales,neutral,0.0,This is a conversational opener without a clear directional signal.,Thanks for making time.,,
neut_sales_status_full_001,data/nlp_research/human_reviewed_signal_labels.jsonl,39,sample_emotion_cases,neutral,0.0,The utterance is primarily a procedural status update rather than a directional judgment.,"For reference, the current status is that procurement is scheduled for next Tuesday and the legal review is still open.",,gold_candidate_neut_sales_status_full_001
neut_sales_status_procurement_001,data/nlp_research/human_reviewed_signal_labels.jsonl,40,sample_emotion_cases,neutral,0.0,This clause is a plain process update without clear friction or commitment strength on its own.,the current status is that procurement is scheduled for next Tuesday,,
neut_account_status_full_001,data/nlp_research/human_reviewed_signal_labels.jsonl,41,sample_emotion_cases,neutral,0.0,This is an operational scheduling update rather than a risk or opportunity signal.,Sharing the update from finance: the meeting starts at 09:00 CET and the agenda is attached in the renewal folder.,,gold_candidate_neut_account_status_full_001
neut_account_status_intro_001,data/nlp_research/human_reviewed_signal_labels.jsonl,42,sample_emotion_cases,neutral,0.0,This intro clause is a context-setting status marker rather than a business signal.,Sharing the update from finance:,,
neut_account_status_meeting_001,data/nlp_research/human_reviewed_signal_labels.jsonl,43,sample_emotion_cases,neutral,0.0,This is a scheduling fact without directional review meaning on its own.,the meeting starts at 09:00 CET,,
neut_account_status_agenda_001,data/nlp_research/human_reviewed_signal_labels.jsonl,44,sample_emotion_cases,neutral,0.0,This is a purely operational document-reference clause.,the agenda is attached in the renewal folder.,,
neut_account_review_schedule_001,data/nlp_research/human_reviewed_signal_labels.jsonl,45,account_management_realistic,neutral,0.0,This isolated scheduling clause is useful as a neutral procedural example.,with a renewal review for next Tuesday.,,gold_candidate_neut_account_review_schedule_001
neut_sales_acknowledgement_001,data/nlp_research/human_reviewed_signal_labels.jsonl,46,sample_sales,neutral,0.0,This acknowledgement alone does not carry a directional signal.,Understood.,,
neut_sales_legal_status_001,data/nlp_research/human_reviewed_signal_labels.jsonl,47,sample_emotion_cases,neutral,0.0,This clause states process status without enough context to assign friction or commitment on its own.,the legal review is still open.,,
risk_support_refund_delay_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,0,signal_labels_review_packet,risk_friction,0.0,Explicit frustration plus an unresolved refund delay creates a clear operational friction signal.,"Hi, I'm honestly pretty frustrated. Ticket 78421 has been open for 11 days and the refund still hasn't posted to our card.",,
risk_support_deflection_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,1,signal_labels_review_packet,risk_friction,0.0,The response deflects ownership instead of answering the customer's timing question.,Refund timing sits with another team,,
risk_support_escalation_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,2,signal_labels_review_packet,risk_friction,0.0,The customer explicitly rejects the answer and threatens escalation and a charge dispute.,"That still doesn't answer the question. I need a real date, not a FAQ, and if this is still unresolved today I'll escalate it to your manager and dispute the charge.",,
risk_sales_pricing_objection_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,3,signal_labels_review_packet,risk_friction,0.0,The buyer raises a pricing objection and competitor comparison in the same turn.,"My main concern is price. The seat cost feels expensive versus Zendesk, and the team is also comparing you to Intercom.",,
risk_account_unresolved_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,4,signal_labels_review_packet,risk_friction,0.0,"The account context is still carrying unresolved launch issues, which is a direct friction signal.",we're still dealing with two unresolved onboarding issues from the launch.,,
risk_account_vendor_risk_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,5,signal_labels_review_packet,risk_friction,0.0,The customer explicitly names downgrade and competitive-switch risk.,"But if these issues stay open into renewal, we may cut seats, delay the renewal, or look at another vendor.",,
risk_support_billing_delay_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,6,signal_labels_review_packet,risk_friction,0.0,The customer describes an unresolved billing error with no confirmed posting date.,I'm frustrated that invoice 8842 still shows the wrong total and nobody has confirmed when the credit will post. Please send the update to [EMAIL] or call [PHONE].,,
risk_support_help_center_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,7,signal_labels_review_packet,risk_friction,0.0,The agent deflects to documentation and keeps ownership vague.,"Billing is still reviewing it, so please check the help center article for now while we wait for their response.",,
risk_support_dispute_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,8,signal_labels_review_packet,risk_friction,0.0,"The customer describes a failed resolution, duplicate charge, and escalation threat.","That does not solve it. The failed resolution has been open since Monday, the card ending 1111 was charged twice, and if this slips again we will escalate the dispute.",,
risk_sales_procurement_block_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,9,signal_labels_review_packet,risk_friction,0.0,The buyer explicitly says the deal cannot advance without clearer follow-through.,"That feels vague. Without a concrete next step, security packet, and discount range, procurement will not move this week.",,
risk_account_reduce_seats_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,10,signal_labels_review_packet,risk_friction,0.0,The account is near renewal with unresolved issues and a concrete seat-reduction risk.,"Our renewal is 30 days out, two onboarding issues are still unresolved, and leadership is asking whether we should reduce seats if support does not stabilize.",,
risk_support_anger_seed_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,11,signal_labels_review_packet,risk_friction,0.0,The utterance describes a repeated billing failure and a broken support process.,I'm angry that your team charged the wrong card again and closed the ticket without notice.,,
opp_sales_pilot_interest_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,12,signal_labels_review_packet,opportunity_commitment,0.0,This clause states concrete buyer interest in a pilot timeline.,We're interested in a pilot next month,,
opp_sales_plan_commitment_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,13,signal_labels_review_packet,opportunity_commitment,0.0,The rep makes a dated follow-up commitment tied to the deal process.,"I can send a pilot plan, pricing options, and a proposal by Tuesday",,
opp_sales_security_packet_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,14,signal_labels_review_packet,opportunity_commitment,0.0,The rep offers a concrete artifact that helps the buying process move forward.,I can include the security packet for procurement.,,
opp_sales_procurement_path_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,15,signal_labels_review_packet,opportunity_commitment,0.0,The buyer names a concrete next step if the commercial conditions land.,we can bring procurement in next week.,,
opp_account_recovery_plan_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,16,signal_labels_review_packet,opportunity_commitment,0.0,The account manager takes ownership and gives a dated recovery commitment.,I own the action items and will send a recovery plan by Friday with owners for each open item.,,
opp_account_expand_support_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,17,signal_labels_review_packet,opportunity_commitment,0.0,"Even though it is conditional, this clause names specific expansion upside.",we may add the support team and upgrade to the enterprise package.,,
opp_account_confirm_owners_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,18,signal_labels_review_packet,opportunity_commitment,0.0,The account manager gives concrete ownership and meeting commitments.,I'll confirm owners today and schedule a renewal review next week,,
opp_account_own_recovery_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,19,signal_labels_review_packet,opportunity_commitment,0.0,This clause contains explicit ownership language.,I own the recovery plan,,
opp_account_named_owners_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,20,signal_labels_review_packet,opportunity_commitment,0.0,This clause contains dated follow-through and explicit ownership structure.,will send named owners this afternoon with a renewal review for next Tuesday.,,
opp_account_expand_realistic_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,21,signal_labels_review_packet,opportunity_commitment,0.0,The customer names a specific expansion path if the recovery lands.,we may still expand analytics seats later this quarter.,,
opp_support_resolution_seed_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,22,signal_labels_review_packet,opportunity_commitment,0.0,The utterance confirms a completed resolution and positive follow-through.,"Thanks, the replacement order arrived this morning and I'm happy with how quickly your team solved it.",,
opp_account_followthrough_seed_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,23,signal_labels_review_packet,opportunity_commitment,0.0,The customer acknowledges that the recovery plan is actionable and acceptable.,Thank you for the recovery plan. We appreciate the follow-through and that works for our renewal review.,,
opp_sales_security_review_path_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,24,signal_labels_review_packet,opportunity_commitment,0.0,"This clause suggests positive comparative fit, which supports forward motion without standing alone as a close signal.",the onboarding looks lighter than what we've seen before.,,
unc_support_waiting_update_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,25,signal_labels_review_packet,uncertainty_hedging,0.0,"The response defers timing and ownership, but the defining cue is uncertainty rather than direct confrontation.",We are still looking into it and someone will reach out later once billing has an update.,,
unc_sales_security_review_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,26,signal_labels_review_packet,uncertainty_hedging,0.0,The buyer interest is clearly contingent on future checks and onboarding confidence.,if the security review goes well and the onboarding looks lighter than what we've seen before.,,
unc_sales_discount_signoff_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,27,signal_labels_review_packet,uncertainty_hedging,0.0,The next step depends on commercial and security contingencies.,If the discount works and security signs off,,
unc_account_rollout_condition_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,28,signal_labels_review_packet,uncertainty_hedging,0.0,The customer frames expansion upside as conditional on future stability.,If the rollout stabilizes this quarter,,
unc_account_expansion_realistic_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,29,signal_labels_review_packet,uncertainty_hedging,0.0,This clause explicitly defers certainty about expansion viability.,so we can decide whether expansion is still realistic.,,
unc_sales_unknown_after_pilot_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,30,signal_labels_review_packet,uncertainty_hedging,0.0,The buyer explicitly states uncertainty about post-pilot rollout.,I still do not know what happens after the pilot.,,
unc_sales_probably_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,31,signal_labels_review_packet,uncertainty_hedging,0.0,The rep uses explicitly hedged pricing language.,We can probably work something out on pricing,,
unc_sales_details_later_001,data/nlp_research/review_packets/signal_labels_review_packet.csv,32,signal_labels_review_packet,uncertainty_hedging,0.0,The rep defers specifics to a later internal regrouping step.,and I can send more details later once I regroup with the team.,,
