start,end,text,sentiment,score,topic,period,numbers,numeric_signature,midpoint_hint,guidance_strength,count_numbers,has_percent,has_range,has_currency,matched_cues
2493.074,2511.92,"Okay. Ted, Netflix shares are back to, of course, back to pre-COVID levels, but they're also around the same level they were at nearly 4 years ago, in 2018. So maybe you could just talk about your ability to continue to hire great talent within the company.",POSITIVE,0.978400468826294,other,Year,4;2018,4|2020,4.0,0.4157,2,False,False,False,year
330.0,380.385,"We saw that in the Central and Eastern European countries. There were some elevated churn. We also saw probably some -- a little bit more macro strain in some countries, some parts of the world, like Latin America, we mentioned that on the last call, but that was elevated, and just a little bit more seasonality in the business. We suspect some of that is those macro factors we mentioned and maybe a little bit of competition on the margin as well. So that's really what we saw in Q2 -- I'm sorry, in Q1. And that's really what's reflected in Q2, which is sort of the continued trends we're seeing in acquisition and this -- it's a -- that slightly elevated churn to probably continue through the quarter.",NEGATIVE,0.9585537910461426,margin,Q2,2;1;2,1|2,2.0,0.38,3,False,False,False,quarter;q1;q2;margin
2913.075,2950.767,"When we look at the last 20 years, like Ted mentioned, we've gone through a lot of changes, and we've always figured them out one by one. It's super exciting. We're going to figure this one out. We got a great team. We lead by a significant margin in streaming, and streaming is continuing to grow around the world. So we have a bunch of opportunity to improve. But coming out the other side, I'm pretty sure we'll look at this as really foundational in our continued journey. Over to you, Ted.",POSITIVE,0.999809205532074,margin,Year,20,20,20.0,0.34,1,False,False,False,year;margin
557.693,614.231,"Yes. I mean first, it's important to note that we're trying to find a balanced approach here, and we're trying to basically come up with a model that supports a customer-centric approach. It still puts members in charge, it supports member choice, that delivers great entertainment value and sort of all of the options that we've got. But also, very importantly, allows us to bring in revenue for everyone who's viewing and who gets value from the entertainment that we're offering. And then obviously, we're doing that so that we can invest then into more great content and a better service for everyone. So there's a bunch of factors that we're working through. That's why we've deployed the test that we have. And frankly, we've been working on this for about almost 2 years.",POSITIVE,0.9868409633636475,revenue,Year,2,2,2.0,0.3374,1,False,False,False,year;revenue
917.309,980.001,"And so we've just got to continue to do what we're doing and improve each of those things. Now how do you improve content? We've been doing this for a decade. Well, first of all, that's about 90 years less time than all of our competitors have been at it. But I look at things like things we've been doing over the last few years, that we've been improving it, so big movies. Just a few years ago, we were struggling to out-monetize the market on little art films. Today, we're releasing some of the most popular and most watched movies in the world. Just over the last few months, things like Don't Look Up and Red Notice and Adam Project, as examples of that. And that's just in the few years of improvement on one line of content. Another is unscripted. We didn't -- we made 0 unscripted about 3 years ago.",NEGATIVE,0.9724569320678711,other,Year,90;0;3,0|3|90,90.0,0.32,3,False,False,False,year
2761.536,2780.382,"Okay. And then just to close out. Reed, you've created this very unique, very successful culture within the company over the past 20-plus years. Has anything changed in your view, just from a cultural perspective, around either content acquisition or in some of the more operational functions?",POSITIVE,0.9992836117744446,other,Year,20,20,20.0,0.3199,1,False,False,False,year
2678.459,2738.844,"So look, we look -- we expand our content verticals constantly. For us, I look at games as a great example of adding something brand-new to the service, something new for our members to enjoy. We're going down the game path because I think it fits us really nicely. Our ability to tell stories and build worlds are very consistent with our existing skill set and culture, and we think that we can build a big revenue and profit stream by adding games. Why -- we're not quite so sure that you can add the big profit stream by adding sports. Other folks are trying it, and we're going to -- and we've gone down this other path. In the meantime, we're incredibly excited about, as you mentioned, the Formula 1: Drive To Survive as an example of kind of sports- adjacent programming that our members really value. We've grown the sport tremendously.",POSITIVE,0.9995456337928772,revenue,Unknown,1,1,1.0,0.3199,1,False,False,False,revenue
1855.767,1895.382,"Look, I think we've got to continue to invest in the content, both in the quality and the variety of the content. And our -- we will continue to grow the content spend relative to prior years. And I think, in general, we look at the -- what's most important though, and there is the impact of the slate. And we're very focused on making sure that the impact of the slate continues to grow. We should be able to, 10 years in now, get more bang for our buck relative to what we've done ourselves and relative to the market.",POSITIVE,0.9980149269104004,other,Year,10,10,10.0,0.3196,1,False,False,False,year
2619.228,2648.459,"So everyone really does see the long play. And I know I've been here for more than 20 years and have been through a couple of these. And yes, they don't feel great in the moment. But man, it feels great to come out on the other side of it. And I think everyone is knowing that that's going to come up, and we'll come out on the other side of it.",POSITIVE,0.9958119988441467,other,Year,20,20,20.0,0.3192,1,False,False,False,year
2104.997,2160.766,"Yes. I would say, to your last point, the incremental subscribers are largely behaving similar to the subscribers we've added over the last 12 months. So not a fundamental difference. And really, this was a bet in terms of long-term revenue maximization, which is sort of how we think about the top level, the valuatory model we have for these things. And it was stimulated specifically by the fact that Ted's team is doing some incredible work on Indian content, and we saw the slate there. And we're really excited about a bunch of titles that were coming down and thought there was an opportunity to broaden the audience that got to see those titles. And so we've seen that effect definitely take hold where we have an additional bump in subscribers that will now get to see that content.",POSITIVE,0.992993175983429,revenue,Unknown,12,12,12.0,0.3186,1,False,False,False,revenue
1189.616,1245.385,"Related to that, Greg has done great work on the price spread. And one way to increase the price spread is advertising on low-end plans and to have lower prices with advertising. And those who have followed Netflix know that I've been against the complexity of advertising and a big fan of the simplicity of subscription. But as much I'm a fan of that, I'm a bigger fan of consumer choice. And allowing consumers who would like to have a lower price and are advertising-tolerant get what they want makes a lot of sense. So that's something we're looking at now. We're trying to figure out over the next year or 2. But think of us as quite open to offering even lower prices with advertising as a consumer choice. Spence, do you want to keep going?",POSITIVE,0.9892801642417908,other,Year,2,2,2.0,0.3179,1,False,False,False,year
2027.689,2044.997,"And Spence, what does all of that mean for free cash flow kind of near term and then over the next couple of years? I mean 2022 is certainly looked at as like the first year of kind of sizable and sustainable free cash flow.",POSITIVE,0.8672974705696106,other,Year,2022,2020,2022.0,0.2935,1,False,False,False,year
1957.305,1981.151,"So just to clarify, only because you've been saying it for many years now, the 300 basis points kind of per year over a multiyear period, obviously, we were not going to see that this year, but it sounds like over the next couple of years, you're thinking more flattish until you get subscribers really growing in a bigger way.",NEGATIVE,0.9979159235954285,other,Year,300,300,300.0,0.29,1,True,False,False,year;fy
2738.844,2761.536,"We're taking that bet in the world of tennis and golf and others coming up. And we also have an incredible sports documentary business that keeps growing. So I'm not saying we never would do sports, but we would have to see a path to growing a big revenue stream and a big profit stream with it.",POSITIVE,0.9990440011024475,revenue,Unknown,,none,,0.2398,0,False,False,False,eps;revenue
2950.767,3007.69,"Yes. That's well said, Reed. I would only add that -- a reminder to folks is that as we keep talking about competition, remind you that we have always had really tough competition. And all of the players who compete with us today have been competing with us since our first day of streaming, some head-to-head and some through their legacy business models, and they're now migrating to be more head-to-head players while they're struggling to manage their legacy businesses. So I really like the competitive position that we're in. I love the competitive position that we are moving from relative to just a couple of years ago. But in every metric that we measure success, engagement, revenue, subscribers, profit, all those ways that we're measuring, I think I like the competitive position that we're coming at it from.",POSITIVE,0.998474657535553,revenue,Year,,none,,0.2397,0,False,False,False,year;revenue
1437.692,1497.692,"Yes. It's not a short-term fix because once you start offering a lower-priced plan with ads as an option, some consumers take it. And we've got a big installed base that probably are quite happy where they are. So think of it as it would phase in over a couple of years in terms of being material volume. And in terms of the profit potential, definitely, the online ad market has advanced. And now, you don't have to incorporate all the information about people that you used to. So we can be a straight publisher and have other people do all of the fancy ad-matching and integrate all the data about people. So we can stay out of that and really be focused on our members creating that great experience and then again, getting monetized in a first-class way by a range of different companies who offer that service.",POSITIVE,0.9949540495872498,other,Year,,none,,0.239,0,False,False,False,range;year
1981.151,2027.689,"Well, we get revenue growth. Again, kind of revenue engagement are going to be primary. We'll also get subscribers going. So there will be subscriber growth. But primarily reaccelerating that revenue growth, we believe we have multiple levers to do that. We have high confidence in monetizing sharing as we talked about. We talked about things like perhaps adding an advertising layer and obviously continuing to improve the service, grow engagement, grow revenue. So we have high confidence that we will accelerate revenue. When we do, we also have our commitment to continue to gradually grow our operating margins. But let's first get our revenue growth reaccelerated, and then let's talk about the pace of that margin acceleration.",POSITIVE,0.9912732243537903,margin,Unknown,,none,,0.2383,0,False,False,False,margin;revenue
2903.075,2908.075,Always good to provide that nonguidance guidance.,POSITIVE,0.999782383441925,outlook,Unknown,,none,,0.22,0,False,False,False,guidance
1840.767,1855.767,"You've talked about cash content spending of around $18 billion this year. In a period of slower sub growth, are you more likely to pull back to manage costs or to lean in to further differentiate the offering?",NEGATIVE,0.9959808588027954,other,Year,18,18,18.0,0.22,1,False,False,True,year
2079.228,2104.997,Okay. I wanted to talk about India a little bit. You cut prices significantly in December across plans. But you've certainly pointed out that cable in India is around $3 a month. Just curious what the response has been like. Do you still view those changes as revenue-accretive? And what are you seeing in terms of maybe early behavior from some of those incremental subscribers?,NEGATIVE,0.8935290575027466,revenue,Unknown,3,3,3.0,0.22,1,False,False,True,revenue
1562.307,1581.922,"Okay. Let's shift gears to content. Ted, the 2Q slate includes a bunch of returning hit series, like Elite, Ozark, Stranger Things, Umbrella Academy. How are you thinking about that slate in 2Q? And maybe if you could also talk a little bit more about the back half as well.",NEGATIVE,0.9548624753952026,other,Unknown,2;2,2,2.0,0.22,2,False,False,False,range
2044.997,2074.228,"Yes, and that continues. So we're, as I said, we're managing the business prudently for all of our stakeholders. We'll be positive free cash flow this year, consistent with our expectations going into the year, and we'll continue to build on that in the years going forward. So that's our expectation. That's what we're still planning towards. I don't know, Spencer, if you would add to that maybe.",POSITIVE,0.9991913437843323,outlook,Year,,none,,0.2198,0,False,False,False,year
859.617,917.309,"Even with this heightened levels of competition, our engagement -- our viewing has been very, very steady, holding on to our market share in the space. But on top of that, in the quarter, while we were not happy with the top line subscriber growth, we definitely saw that the new season of Ozark, the Inventing Anna, The Adam Project and certainly, the biggest of them all, the new season of Bridgerton, delivered exactly as expected, actually quite -- actually a little bit bigger than expected with fans. Now of course, we think we've got to do that, and we have to have an Adam Project and a Bridgerton every month and to make sure that that's the expectation of the service constantly. So we're definitely feeling the higher levels of penetration in those markets of users, and we're definitely feeling a heightened level of competition for sure.",POSITIVE,0.9984270334243774,revenue,Quarter,,none,,0.2197,0,False,False,False,quarter
2780.382,2813.459,"Yes. I mean we changed every year, hopefully, for the better. We don't look at culture as some fixed thing. We look at it as what's going to drive excellence. The North Star is getting excellence. And so we've made a bunch of adjustments as we expanded around the world. We've made adjustments as we've become more original content-centric. So we're always improving. And again, the goal is excellence, and then a culture is a tactic in that journey.",POSITIVE,0.9973716735839844,other,Year,,none,,0.2195,0,False,False,False,year
2511.92,2554.228,"Look, I think that when people look to join Netflix, they join Netflix because they believe in this long- term vision of the move into away from the near television and kind of transactional movie business into a business that could be much more satisfying for consumers and deliver on the culture and deliver big audiences and really move the market. One of the things I would say is, by way of example, is what we can do around the world. Our teams are on the ground, our creative executives, our business executives, are on the ground all over the world, are much more empowered. They are much more collaborative.",POSITIVE,0.9971797466278076,other,Unknown,,none,,0.2194,0,False,False,False,fy
453.462,519.231,"And we really see that second group is a tremendous opportunity because they're clearly well- qualified. They have everything they need to do to get to Netflix. They know what the service is. They found titles that they want to watch. And so now, our job is really to better translate that viewing and the value that those consumers are getting into revenue. And the principal way we've got of going after that is asking our members to pay a bit more to share the service with folks outside their home. So if you've got a sister, let's say, that's living in a different city, you want to share Netflix with her, that's great. We're not trying to shut down that sharing, but we're going to ask you to pay a bit more to be able to share with her and so that she gets the benefit and the value of the service, but we also get the revenue associated with that viewing.",POSITIVE,0.9963359832763672,revenue,Unknown,,none,,0.2193,0,False,False,False,revenue
980.001,1040.77,"And today, creating these big unscripted brands and growing original unscripted universes, like Too Hot To Handle and Ultimatum, that's really popular right now around the world, Selling Sunset, these are kind of large, growing original unscripted universes. So we've come a long way from Ultimate Beastmaster, my point is. And I think about things like our content in Korea. Again, pretty new to the market. Everybody knows about Squid Game. It was probably the biggest show in the history of television. And just a few years ago, we were producing no original content in Korea. And while we all know about Squid Game, there's D.P. and All of Us are Dead. And a slew of original contents are thrilling our members in South Korea and fans around the world. So we're continuing to improve constantly in getting those moments that can lead to something like a Squid Game or a Bridgerton, constantly.",POSITIVE,0.9888986945152283,other,Year,,none,,0.2178,0,False,False,False,year
1077.308,1117.308,"Yes. So top line is that the price changes, as the last several price changes we've done, are generally performing as we've seen the price changes over the last several years. So there's no sort of fundamental difference in performance. First of all, there -- these price changes are significantly revenue-accretive. So that's an important top-level heuristic. And we sometimes see a blip in churn. In some markets, we also see a marginal impact on acquisition. Often, these effects are transitory. So it's sort of a change effect and we move through it and win those folks back.",POSITIVE,0.7835873365402222,revenue,Year,,none,,0.2167,0,False,False,False,year;margin;revenue
380.385,394.231,"It's just a softer seasonal quarter for us typically, and that's what's reflected in the guide, is a little bit of softer seasonality and the same -- essentially the same acquisition and retention trends.",POSITIVE,0.9218994379043579,other,Quarter,,none,,0.2044,0,False,False,False,quarter
671.539,725.001,"Yes. That's great, Doug. You kind of nailed it, which is, as you heard from Greg, we're looking to monetize sharing and kind of meet our members where they are. So you should expect that member numbers or subscriber numbers are sort of less relevant over time because these -- it may very likely show up in ARM. So you should think about it as engagement and average revenue per member, probably increasingly important, and then obviously, revenue growth, which we've always said we're trying to optimize, both near- and long-term revenue growth, to drive that positive flywheel of reinvestment in the business. So it's not that there isn't going to be a P times Q. There's still a Q, but increasingly important is probably ARM and engagement and revenue overall. Yes.",POSITIVE,0.7310685515403748,revenue,Unknown,,none,,0.1662,0,False,False,False,revenue
1731.537,1762.306,"Ted, you mentioned splitting Stranger Things into the -- into different parts. And you've done that with a number of series over the last few years. I guess as streaming proliferates, it feels like there's this increasing debate around the value and stickiness of providing a full season of content all at once. So just curious about how your thinking has evolved here, given that we are seeing more of these series kind of broken into 2 parts essentially.",NEGATIVE,0.8404974937438965,other,Year,2,2,2.0,0.14,1,False,False,False,range;year
1245.385,1286.539,"My point was quite tactical. I'm sure Doug is going to want to follow up perhaps on your point, but I just want to be really clear on the point on Q1 performance and when I talked about slightly elevated churn relative to our expectations. That was not due to our price increases. So the price increase played out, as Greg said, consistent with our expectations. We just saw some slight uptick in seasonality for the other reasons I mentioned, some of the strain in Central and Eastern Europe, some of that macro strain we saw and maybe a little bit of competition on the margin.",NEGATIVE,0.8842764496803284,margin,Q1,1,1,1.0,0.14,1,False,False,False,q1;margin
2889.613,2903.075,"So I just want to make sure that that's understood as you think about the full year, even though we're not providing full year guidance. Sorry, just we didn't get to it.",NEGATIVE,0.991033136844635,outlook,FY,,none,,0.04,0,False,False,False,guidance;year
725.001,731.155,"So -- and just to clarify there, sub accounts will not count as subscribers, they will just...",NEGATIVE,0.9990934133529663,other,Unknown,,none,,0.02,0,False,False,False,fy
750.771,778.079,"That's right. And as Greg said, we're still working through the ultimate solution here. So we don't exactly know how that's going to play out, but you should assume that it's -- that there's kind of less importance on an individual household account number, and therefore, what's more important is revenue viewing engagement, so viewing engagement, overall revenue growth and ARM as a key metric.",NEGATIVE,0.9942243695259094,revenue,Unknown,,none,,0.02,0,False,False,False,revenue
614.231,654.231,"We -- about a year -- a little bit over a year ago, we started doing some light test launches that we -- informed our thinking and helped us build the mechanisms that we're deploying now. We just did the first big country test. But it will take a while to work this out and to get that balance right. And so just to set your expectations, my belief is that we're going to go through a year or so of iterating and then deploying all of that so that we get that, sort of that solution globally launched, including markets like the United States.",NEGATIVE,0.780400812625885,outlook,Year,,none,,0.02,0,False,False,False,year
1117.308,1179.616,"But I would say the big takeaway is the vast majority of our members recognize that we're investing what they pay us in the incremental amount that we're asking them to pay us into more entertainment value back to them, back to our members, more great stories, bigger films, more variety of content and higher quality of programming. So we generally plan to continue doing what we've been doing. But I would also say it's -- we're also working hard to ensure that we have a range of price points across a set of plans with different features that deliver on different consumer needs and consumer desires, while making sure and be very focused that we retain good accessibility to the service for a broad group of people in every country we serve at sort of that entry level. So no major changes there, and we're keeping sort of the plan that we've got in place.",NEGATIVE,0.9463016390800476,other,Unknown,,none,,0.02,0,False,False,False,range
3206.152,3253.844,"S&P Global Market Intelligence does not act as a fiduciary or an investment advisor except where registered as such. S&P Global keeps certain activities of its divisions separate from each other in order to preserve the independence and objectivity of their respective activities. As a result, certain divisions of S&P Global may have information that is not available to other S&P Global divisions. S&P Global has established policies and procedures to maintain the confidentiality of certain nonpublic information received in connection with each analytical process. S&P Global may receive compensation for its ratings and certain analyses, normally from issuers or underwriters of securities or from obligors. S&P Global reserves the right to disseminate its opinions and analyses.",NEGATIVE,0.9229795932769775,eps,Unknown,,none,,0.02,0,False,False,False,eps
