segment_id,start,end,phase,speaker_role,qa_pair_id,signed_score,question_text,text
10,453.462,519.231,prepared_remarks,management,0,0.9963359832763672,,"And we really see that second group is a tremendous opportunity because they're clearly well- qualified. They have everything they need to do to get to Netflix. They know what the service is. They found titles that they want to watch. And so now, our job is really to better translate that viewing and the value that those consumers are getting into revenue. And the principal way we've got of going after that is asking our members to pay a bit more to share the service with folks outside their home. So if you've got a sister, let's say, that's living in a different city, you want to share Netflix with her, that's great. We're not trying to shut down that sharing, but we're going to ask you to pay a bit more to be able to share with her and so that she gets the benefit and the value of the service, but we also get the revenue associated with that viewing."
11,519.231,557.693,q_and_a,analyst,1,0.9915675520896912,"So maybe let's follow up on that a little bit more, Greg. We'll come back to some of the more recent trends in a moment. But I guess, when we think about account sharing, and just curious about the early testing that you're doing when you think about Chile and Costa Rica and Peru, I guess now, it's pretty clear to see why it's the right time to do this in a bigger way, but how do you think about rolling that out in the U.S.? And what will the implementation actually look like?","So maybe let's follow up on that a little bit more, Greg. We'll come back to some of the more recent trends in a moment. But I guess, when we think about account sharing, and just curious about the early testing that you're doing when you think about Chile and Costa Rica and Peru, I guess now, it's pretty clear to see why it's the right time to do this in a bigger way, but how do you think about rolling that out in the U.S.? And what will the implementation actually look like?"
12,557.693,614.231,q_and_a,management,1,0.9868409633636475,"So maybe let's follow up on that a little bit more, Greg. We'll come back to some of the more recent trends in a moment. But I guess, when we think about account sharing, and just curious about the early testing that you're doing when you think about Chile and Costa Rica and Peru, I guess now, it's pretty clear to see why it's the right time to do this in a bigger way, but how do you think about rolling that out in the U.S.? And what will the implementation actually look like?","Yes. I mean first, it's important to note that we're trying to find a balanced approach here, and we're trying to basically come up with a model that supports a customer-centric approach. It still puts members in charge, it supports member choice, that delivers great entertainment value and sort of all of the options that we've got. But also, very importantly, allows us to bring in revenue for everyone who's viewing and who gets value from the entertainment that we're offering. And then obviously, we're doing that so that we can invest then into more great content and a better service for everyone. So there's a bunch of factors that we're working through. That's why we've deployed the test that we have. And frankly, we've been working on this for about almost 2 years."
13,614.231,654.231,q_and_a,management,1,-0.780400812625885,"So maybe let's follow up on that a little bit more, Greg. We'll come back to some of the more recent trends in a moment. But I guess, when we think about account sharing, and just curious about the early testing that you're doing when you think about Chile and Costa Rica and Peru, I guess now, it's pretty clear to see why it's the right time to do this in a bigger way, but how do you think about rolling that out in the U.S.? And what will the implementation actually look like?","We -- about a year -- a little bit over a year ago, we started doing some light test launches that we -- informed our thinking and helped us build the mechanisms that we're deploying now. We just did the first big country test. But it will take a while to work this out and to get that balance right. And so just to set your expectations, my belief is that we're going to go through a year or so of iterating and then deploying all of that so that we get that, sort of that solution globally launched, including markets like the United States."
14,654.231,671.539,q_and_a,analyst,2,-0.8818987607955933,"Okay. That's helpful. And maybe, Spence, just on that point, maybe if you could just walk through the accounting a little bit here. And how do you think about the uplift, whether more of it would come from ARM or from subscribers over time?","Okay. That's helpful. And maybe, Spence, just on that point, maybe if you could just walk through the accounting a little bit here. And how do you think about the uplift, whether more of it would come from ARM or from subscribers over time?"
15,671.539,725.001,q_and_a,management,2,0.7310685515403748,"Okay. That's helpful. And maybe, Spence, just on that point, maybe if you could just walk through the accounting a little bit here. And how do you think about the uplift, whether more of it would come from ARM or from subscribers over time?","Yes. That's great, Doug. You kind of nailed it, which is, as you heard from Greg, we're looking to monetize sharing and kind of meet our members where they are. So you should expect that member numbers or subscriber numbers are sort of less relevant over time because these -- it may very likely show up in ARM. So you should think about it as engagement and average revenue per member, probably increasingly important, and then obviously, revenue growth, which we've always said we're trying to optimize, both near- and long-term revenue growth, to drive that positive flywheel of reinvestment in the business. So it's not that there isn't going to be a P times Q. There's still a Q, but increasingly important is probably ARM and engagement and revenue overall. Yes."
16,725.001,731.155,q_and_a,management,2,-0.9990934133529663,"Okay. That's helpful. And maybe, Spence, just on that point, maybe if you could just walk through the accounting a little bit here. And how do you think about the uplift, whether more of it would come from ARM or from subscribers over time?","So -- and just to clarify there, sub accounts will not count as subscribers, they will just..."
17,731.155,738.463,q_and_a,management,2,-0.96932452917099,"Okay. That's helpful. And maybe, Spence, just on that point, maybe if you could just walk through the accounting a little bit here. And how do you think about the uplift, whether more of it would come from ARM or from subscribers over time?","That's right. That's right, that's right. So it's less distinctive of an individual household account."
18,738.463,750.771,q_and_a,management,2,0.9673993587493896,"Okay. That's helpful. And maybe, Spence, just on that point, maybe if you could just walk through the accounting a little bit here. And how do you think about the uplift, whether more of it would come from ARM or from subscribers over time?","Okay. And then in the process though, as some of those current shares outside the household do not become sub accounts, you'll pick up some of those subscribers separately, in addition."
19,750.771,778.079,q_and_a,management,2,-0.9942243695259094,"Okay. That's helpful. And maybe, Spence, just on that point, maybe if you could just walk through the accounting a little bit here. And how do you think about the uplift, whether more of it would come from ARM or from subscribers over time?","That's right. And as Greg said, we're still working through the ultimate solution here. So we don't exactly know how that's going to play out, but you should assume that it's -- that there's kind of less importance on an individual household account number, and therefore, what's more important is revenue viewing engagement, so viewing engagement, overall revenue growth and ARM as a key metric."
20,778.079,795.771,q_and_a,analyst,3,0.9949971437454224,"Okay. Let's go back to acquisition for a minute. So you noted it has not returned to pre-COVID levels. What are the ways that you can influence acquisition beyond account sharing, which we talked about, and then beyond, of course, just creating great content?","Okay. Let's go back to acquisition for a minute. So you noted it has not returned to pre-COVID levels. What are the ways that you can influence acquisition beyond account sharing, which we talked about, and then beyond, of course, just creating great content?"
21,795.771,800.771,q_and_a,analyst,4,0.54090416431427,"[ Ted, do you want to ] take that?","[ Ted, do you want to ] take that?"
22,800.771,859.617,q_and_a,management,4,0.9982175230979919,"[ Ted, do you want to ] take that?","It shouldn't be any more complicated than that, Doug. Honestly, we've got to compete and we've got to make -- continue to improve on the core service, which -- right, which is making TV series and films and now, games that people really love. That's what we're really focused on. And I think that that's a thing that I think we continue to grow the business in. Now we've talked about being highly penetrated in some of those core markets with users, which means that it's harder to get them to join Netflix if they're already using Netflix. So we got to figure out these different models that we're doing now to more effectively monetize that viewing. As Spence said earlier, the engagement is really key. As you see in the Nielsen data that we published in the letter, our engagement has been super healthy."
23,859.617,917.309,q_and_a,management,4,0.9984270334243774,"[ Ted, do you want to ] take that?","Even with this heightened levels of competition, our engagement -- our viewing has been very, very steady, holding on to our market share in the space. But on top of that, in the quarter, while we were not happy with the top line subscriber growth, we definitely saw that the new season of Ozark, the Inventing Anna, The Adam Project and certainly, the biggest of them all, the new season of Bridgerton, delivered exactly as expected, actually quite -- actually a little bit bigger than expected with fans. Now of course, we think we've got to do that, and we have to have an Adam Project and a Bridgerton every month and to make sure that that's the expectation of the service constantly. So we're definitely feeling the higher levels of penetration in those markets of users, and we're definitely feeling a heightened level of competition for sure."
24,917.309,980.001,q_and_a,analyst,5,-0.9724569320678711,"And so we've just got to continue to do what we're doing and improve each of those things. Now how do you improve content? We've been doing this for a decade. Well, first of all, that's about 90 years less time than all of our competitors have been at it. But I look at things like things we've been doing over the last few years, that we've been improving it, so big movies. Just a few years ago, we were struggling to out-monetize the market on little art films. Today, we're releasing some of the most popular and most watched movies in the world. Just over the last few months, things like Don't Look Up and Red Notice and Adam Project, as examples of that. And that's just in the few years of improvement on one line of content. Another is unscripted. We didn't -- we made 0 unscripted about 3 years ago.","And so we've just got to continue to do what we're doing and improve each of those things. Now how do you improve content? We've been doing this for a decade. Well, first of all, that's about 90 years less time than all of our competitors have been at it. But I look at things like things we've been doing over the last few years, that we've been improving it, so big movies. Just a few years ago, we were struggling to out-monetize the market on little art films. Today, we're releasing some of the most popular and most watched movies in the world. Just over the last few months, things like Don't Look Up and Red Notice and Adam Project, as examples of that. And that's just in the few years of improvement on one line of content. Another is unscripted. We didn't -- we made 0 unscripted about 3 years ago."
25,980.001,1040.77,q_and_a,management,5,0.9888986945152283,"And so we've just got to continue to do what we're doing and improve each of those things. Now how do you improve content? We've been doing this for a decade. Well, first of all, that's about 90 years less time than all of our competitors have been at it. But I look at things like things we've been doing over the last few years, that we've been improving it, so big movies. Just a few years ago, we were struggling to out-monetize the market on little art films. Today, we're releasing some of the most popular and most watched movies in the world. Just over the last few months, things like Don't Look Up and Red Notice and Adam Project, as examples of that. And that's just in the few years of improvement on one line of content. Another is unscripted. We didn't -- we made 0 unscripted about 3 years ago.","And today, creating these big unscripted brands and growing original unscripted universes, like Too Hot To Handle and Ultimatum, that's really popular right now around the world, Selling Sunset, these are kind of large, growing original unscripted universes. So we've come a long way from Ultimate Beastmaster, my point is. And I think about things like our content in Korea. Again, pretty new to the market. Everybody knows about Squid Game. It was probably the biggest show in the history of television. And just a few years ago, we were producing no original content in Korea. And while we all know about Squid Game, there's D.P. and All of Us are Dead. And a slew of original contents are thrilling our members in South Korea and fans around the world. So we're continuing to improve constantly in getting those moments that can lead to something like a Squid Game or a Bridgerton, constantly."
26,1040.77,1077.308,q_and_a,analyst,6,-0.9928222298622131,"Got it. Okay. I want to go to pricing just from -- I mean there's a lot of -- you kind of have this confluence of trends basically that are taking place here. But Greg, I was just hoping you could talk a little bit more about the recent price increases, primarily in the U.S. I know it's still early in the U.K. But I guess, to what effect -- you did mention slightly elevated churn in 1Q. I guess how much was that a factor? How is this price increase being received currently?","Got it. Okay. I want to go to pricing just from -- I mean there's a lot of -- you kind of have this confluence of trends basically that are taking place here. But Greg, I was just hoping you could talk a little bit more about the recent price increases, primarily in the U.S. I know it's still early in the U.K. But I guess, to what effect -- you did mention slightly elevated churn in 1Q. I guess how much was that a factor? How is this price increase being received currently?"
27,1077.308,1117.308,q_and_a,management,6,0.7835873365402222,"Got it. Okay. I want to go to pricing just from -- I mean there's a lot of -- you kind of have this confluence of trends basically that are taking place here. But Greg, I was just hoping you could talk a little bit more about the recent price increases, primarily in the U.S. I know it's still early in the U.K. But I guess, to what effect -- you did mention slightly elevated churn in 1Q. I guess how much was that a factor? How is this price increase being received currently?","Yes. So top line is that the price changes, as the last several price changes we've done, are generally performing as we've seen the price changes over the last several years. So there's no sort of fundamental difference in performance. First of all, there -- these price changes are significantly revenue-accretive. So that's an important top-level heuristic. And we sometimes see a blip in churn. In some markets, we also see a marginal impact on acquisition. Often, these effects are transitory. So it's sort of a change effect and we move through it and win those folks back."
28,1117.308,1179.616,q_and_a,management,6,-0.9463016390800476,"Got it. Okay. I want to go to pricing just from -- I mean there's a lot of -- you kind of have this confluence of trends basically that are taking place here. But Greg, I was just hoping you could talk a little bit more about the recent price increases, primarily in the U.S. I know it's still early in the U.K. But I guess, to what effect -- you did mention slightly elevated churn in 1Q. I guess how much was that a factor? How is this price increase being received currently?","But I would say the big takeaway is the vast majority of our members recognize that we're investing what they pay us in the incremental amount that we're asking them to pay us into more entertainment value back to them, back to our members, more great stories, bigger films, more variety of content and higher quality of programming. So we generally plan to continue doing what we've been doing. But I would also say it's -- we're also working hard to ensure that we have a range of price points across a set of plans with different features that deliver on different consumer needs and consumer desires, while making sure and be very focused that we retain good accessibility to the service for a broad group of people in every country we serve at sort of that entry level. So no major changes there, and we're keeping sort of the plan that we've got in place."
29,1179.616,1184.616,q_and_a,management,6,0.9873758554458618,"Got it. Okay. I want to go to pricing just from -- I mean there's a lot of -- you kind of have this confluence of trends basically that are taking place here. But Greg, I was just hoping you could talk a little bit more about the recent price increases, primarily in the U.S. I know it's still early in the U.K. But I guess, to what effect -- you did mention slightly elevated churn in 1Q. I guess how much was that a factor? How is this price increase being received currently?",And related...
30,1184.616,1189.616,q_and_a,management,6,-0.9996693134307861,"Got it. Okay. I want to go to pricing just from -- I mean there's a lot of -- you kind of have this confluence of trends basically that are taking place here. But Greg, I was just hoping you could talk a little bit more about the recent price increases, primarily in the U.S. I know it's still early in the U.K. But I guess, to what effect -- you did mention slightly elevated churn in 1Q. I guess how much was that a factor? How is this price increase being received currently?","One thing, just -- go ahead, Reed. Sorry."
31,1189.616,1245.385,q_and_a,analyst,7,0.9892801642417908,"Related to that, Greg has done great work on the price spread. And one way to increase the price spread is advertising on low-end plans and to have lower prices with advertising. And those who have followed Netflix know that I've been against the complexity of advertising and a big fan of the simplicity of subscription. But as much I'm a fan of that, I'm a bigger fan of consumer choice. And allowing consumers who would like to have a lower price and are advertising-tolerant get what they want makes a lot of sense. So that's something we're looking at now. We're trying to figure out over the next year or 2. But think of us as quite open to offering even lower prices with advertising as a consumer choice. Spence, do you want to keep going?","Related to that, Greg has done great work on the price spread. And one way to increase the price spread is advertising on low-end plans and to have lower prices with advertising. And those who have followed Netflix know that I've been against the complexity of advertising and a big fan of the simplicity of subscription. But as much I'm a fan of that, I'm a bigger fan of consumer choice. And allowing consumers who would like to have a lower price and are advertising-tolerant get what they want makes a lot of sense. So that's something we're looking at now. We're trying to figure out over the next year or 2. But think of us as quite open to offering even lower prices with advertising as a consumer choice. Spence, do you want to keep going?"
32,1245.385,1286.539,q_and_a,management,7,-0.8842764496803284,"Related to that, Greg has done great work on the price spread. And one way to increase the price spread is advertising on low-end plans and to have lower prices with advertising. And those who have followed Netflix know that I've been against the complexity of advertising and a big fan of the simplicity of subscription. But as much I'm a fan of that, I'm a bigger fan of consumer choice. And allowing consumers who would like to have a lower price and are advertising-tolerant get what they want makes a lot of sense. So that's something we're looking at now. We're trying to figure out over the next year or 2. But think of us as quite open to offering even lower prices with advertising as a consumer choice. Spence, do you want to keep going?","My point was quite tactical. I'm sure Doug is going to want to follow up perhaps on your point, but I just want to be really clear on the point on Q1 performance and when I talked about slightly elevated churn relative to our expectations. That was not due to our price increases. So the price increase played out, as Greg said, consistent with our expectations. We just saw some slight uptick in seasonality for the other reasons I mentioned, some of the strain in Central and Eastern Europe, some of that macro strain we saw and maybe a little bit of competition on the margin."
33,1286.539,1309.231,q_and_a,analyst,8,-0.9847059845924377,"Okay. Reed, you pulled me forward to advertising, so I do want to get there, but it was a little further down on the list, but one last point, just on pricing. Given all these factors that you've talked about and written about in the letter, is there a change to your view on long-term pricing power?","Okay. Reed, you pulled me forward to advertising, so I do want to get there, but it was a little further down on the list, but one last point, just on pricing. Given all these factors that you've talked about and written about in the letter, is there a change to your view on long-term pricing power?"
34,1309.231,1346.923,q_and_a,management,8,-0.9881933331489563,"Okay. Reed, you pulled me forward to advertising, so I do want to get there, but it was a little further down on the list, but one last point, just on pricing. Given all these factors that you've talked about and written about in the letter, is there a change to your view on long-term pricing power?","I would say our general view is unchanged. And again, we don't have in our priority a target in markets or whatever. We've been sort of finding our way through adding more value, keeping that virtuous cycle going, that big spread that Reed mentioned. And again, we're seeking ways to actually take that spread even wider, and that's why I think ads is an exciting opportunity for us that we want to explore more. But no fundamental shift in our thinking about how that process works or the potential that we have in that."
35,1346.923,1351.923,q_and_a,management,8,0.9914311766624451,"Okay. Reed, you pulled me forward to advertising, so I do want to get there, but it was a little further down on the list, but one last point, just on pricing. Given all these factors that you've talked about and written about in the letter, is there a change to your view on long-term pricing power?",Okay. All right. So let's shift to ads...
36,1351.923,1366.538,q_and_a,management,8,0.9924214482307434,"Okay. Reed, you pulled me forward to advertising, so I do want to get there, but it was a little further down on the list, but one last point, just on pricing. Given all these factors that you've talked about and written about in the letter, is there a change to your view on long-term pricing power?","And Doug, I would just add that that's just directly related to creating the content that people find to be incredibly valuable. And our long-term view of our ability to continue to do that is unchanged."
37,1366.538,1398.461,q_and_a,management,8,-0.8850628733634949,"Okay. Reed, you pulled me forward to advertising, so I do want to get there, but it was a little further down on the list, but one last point, just on pricing. Given all these factors that you've talked about and written about in the letter, is there a change to your view on long-term pricing power?","And there's a long history of that across entertainment for decades, right? If people love film and TV and games content and if we can continue to deliver that value, deliver that engagement, there's a long history of people being willing to pay for it and as Reed said, also advertisers trying to reach those audiences. So we believe we can kind of drive that value over time and then monetize it so long as we deliver on that entertainment value."
38,1398.461,1437.692,q_and_a,analyst,9,-0.9960001111030579,"Okay. So on advertising, I think, certainly, Reed, preserving the simplicity of the product has been very important. But I think you've also kind of talked a little bit about, at least in the past, perhaps not seeing the incremental profit potential as well in terms of the lower-priced ad-supported tier. Has that view changed? And I guess, if you were to pursue an ad-based model on the lower tier, how long would it take you to get there and kind of roll that out? And what are the key things you need to do along the way?","Okay. So on advertising, I think, certainly, Reed, preserving the simplicity of the product has been very important. But I think you've also kind of talked a little bit about, at least in the past, perhaps not seeing the incremental profit potential as well in terms of the lower-priced ad-supported tier. Has that view changed? And I guess, if you were to pursue an ad-based model on the lower tier, how long would it take you to get there and kind of roll that out? And what are the key things you need to do along the way?"
39,1437.692,1497.692,q_and_a,management,9,0.9949540495872498,"Okay. So on advertising, I think, certainly, Reed, preserving the simplicity of the product has been very important. But I think you've also kind of talked a little bit about, at least in the past, perhaps not seeing the incremental profit potential as well in terms of the lower-priced ad-supported tier. Has that view changed? And I guess, if you were to pursue an ad-based model on the lower tier, how long would it take you to get there and kind of roll that out? And what are the key things you need to do along the way?","Yes. It's not a short-term fix because once you start offering a lower-priced plan with ads as an option, some consumers take it. And we've got a big installed base that probably are quite happy where they are. So think of it as it would phase in over a couple of years in terms of being material volume. And in terms of the profit potential, definitely, the online ad market has advanced. And now, you don't have to incorporate all the information about people that you used to. So we can be a straight publisher and have other people do all of the fancy ad-matching and integrate all the data about people. So we can stay out of that and really be focused on our members creating that great experience and then again, getting monetized in a first-class way by a range of different companies who offer that service."
40,1497.692,1509.23,q_and_a,analyst,10,0.9934995174407959,Got it. And is it fair to think that it would be something you would test in a few small markets to start out and then kind of move along?,Got it. And is it fair to think that it would be something you would test in a few small markets to start out and then kind of move along?
41,1509.23,1562.307,q_and_a,management,10,-0.6807137131690979,Got it. And is it fair to think that it would be something you would test in a few small markets to start out and then kind of move along?,"We're probably not that advanced, but no, I think it's pretty clear that it's working for Hulu. Disney is doing it. HBO did it. I don't think we have a lot of doubt that it works, that all those companies have figured it out. I'm sure we'll just get in and figure it out as opposed to test it and maybe do it or not do it. So I think we'll really get in. But again, it would be a plan layer, like it is at Hulu. So if you still want the ad-free option, you'll be able to have that as a consumer. And if you would rather pay a lower price and you're ad-tolerant, that's also -- we're going to cater to you also."
42,1562.307,1581.922,q_and_a,analyst,11,-0.9548624753952026,"Okay. Let's shift gears to content. Ted, the 2Q slate includes a bunch of returning hit series, like Elite, Ozark, Stranger Things, Umbrella Academy. How are you thinking about that slate in 2Q? And maybe if you could also talk a little bit more about the back half as well.","Okay. Let's shift gears to content. Ted, the 2Q slate includes a bunch of returning hit series, like Elite, Ozark, Stranger Things, Umbrella Academy. How are you thinking about that slate in 2Q? And maybe if you could also talk a little bit more about the back half as well."
43,1581.922,1647.691,q_and_a,management,11,0.9995212554931641,"Okay. Let's shift gears to content. Ted, the 2Q slate includes a bunch of returning hit series, like Elite, Ozark, Stranger Things, Umbrella Academy. How are you thinking about that slate in 2Q? And maybe if you could also talk a little bit more about the back half as well.","Yes. So those -- they are proven brands for us, of course, and going into the -- I'll start with Stranger Things because the new season of Stranger Things is a super-sized season that's why we cut it in half. Each episode of the new season feels like a big feature film. It's really phenomenal. We're super excited about how it's landing creatively and how excited fans are for it. And I think that's going to be obviously the big story coming up later in the quarter. The new -- the finale of Ozark, which is our Emmy award-winning fan favorite, the Season 3 was a killer, and Season 4 brings it home in a really incredible way. We're also wrapping up our longest-running show, Grace and Frankie, with an incredible final set of episodes coming up later this month that we're really excited about. And the -- we've always said we ran through the COVID delays that had us back-stack 2021."
44,1647.691,1691.537,q_and_a,management,11,0.9997993111610413,"Okay. Let's shift gears to content. Ted, the 2Q slate includes a bunch of returning hit series, like Elite, Ozark, Stranger Things, Umbrella Academy. How are you thinking about that slate in 2Q? And maybe if you could also talk a little bit more about the back half as well.","2022 is not quite as back-stacked, but it does build throughout the year, and it builds up to some of our big event films in Q4 that we're really excited about, like Knives Out 2, Gray Man coming up before that from the Russo brothers, who we have had a lot of great success with, really fantastic action movie with Ryan Gosling. So the upcoming slate in '22, we're confident, is better and more impactful than it was in '21. And we think '23 will be better and better and more impactful than '22. So we're really -- the content flow has been fantastic, and we're really excited about it."
45,1691.537,1696.537,q_and_a,management,11,0.7327014803886414,"Okay. Let's shift gears to content. Ted, the 2Q slate includes a bunch of returning hit series, like Elite, Ozark, Stranger Things, Umbrella Academy. How are you thinking about that slate in 2Q? And maybe if you could also talk a little bit more about the back half as well.","And just to follow-up on, you mentioned..."
46,1696.537,1731.537,q_and_a,management,11,0.9998047947883606,"Okay. Let's shift gears to content. Ted, the 2Q slate includes a bunch of returning hit series, like Elite, Ozark, Stranger Things, Umbrella Academy. How are you thinking about that slate in 2Q? And maybe if you could also talk a little bit more about the back half as well.","I should say, obviously not to forget, our international content, Elite season 5, as you know, continues a really great run for us there. We have a Korean version of Money Heist coming up, called Money Heist: Korea, that's really fantastic. A new movie from Omar Sy, The Takedown, from France; a great film from Germany, All Quiet on the Western front; and a great slate of new content from Japan, Cube, First Love, that we're really excited about the output from all of our international territories as well."
47,1731.537,1762.306,q_and_a,management,11,-0.8404974937438965,"Okay. Let's shift gears to content. Ted, the 2Q slate includes a bunch of returning hit series, like Elite, Ozark, Stranger Things, Umbrella Academy. How are you thinking about that slate in 2Q? And maybe if you could also talk a little bit more about the back half as well.","Ted, you mentioned splitting Stranger Things into the -- into different parts. And you've done that with a number of series over the last few years. I guess as streaming proliferates, it feels like there's this increasing debate around the value and stickiness of providing a full season of content all at once. So just curious about how your thinking has evolved here, given that we are seeing more of these series kind of broken into 2 parts essentially."
48,1762.306,1821.921,q_and_a,management,11,0.9973674416542053,"Okay. Let's shift gears to content. Ted, the 2Q slate includes a bunch of returning hit series, like Elite, Ozark, Stranger Things, Umbrella Academy. How are you thinking about that slate in 2Q? And maybe if you could also talk a little bit more about the back half as well.","Yes. Splitting the seasons actually had a practical reason before, which was the COVID delays and all those projects that kind of led us to splitting some of the seasons. But what we found is that fans kind of like both. So being able to split it gives them a really satisfying binge experience for those people who want that really satisfying long binge experience. And then being able to deliver a follow-up season in a few months versus, in some cases, the new season of Stranger Things is coming nearly 3 years after the last one or more than 2 anyway. And so we're really -- being able to split the season when you can deliver both halves of it in a really high- quality way, like in the case of Ozark, had additional episodes, so both experiences were really satisfying for the binger or the one-at-a-time viewer as well."
49,1821.921,1840.767,q_and_a,management,11,0.9996191263198853,"Okay. Let's shift gears to content. Ted, the 2Q slate includes a bunch of returning hit series, like Elite, Ozark, Stranger Things, Umbrella Academy. How are you thinking about that slate in 2Q? And maybe if you could also talk a little bit more about the back half as well.",And we've also had great success in these kind of mini batches of our unscripted shows. So doing 1 to 3 episodes a week every week has also been great and still true to the binger by giving them more than 1 episode to watch at a time.
50,1840.767,1855.767,q_and_a,analyst,12,-0.9959808588027954,"You've talked about cash content spending of around $18 billion this year. In a period of slower sub growth, are you more likely to pull back to manage costs or to lean in to further differentiate the offering?","You've talked about cash content spending of around $18 billion this year. In a period of slower sub growth, are you more likely to pull back to manage costs or to lean in to further differentiate the offering?"
