case_id,ticker,fiscal_period,event_identity_status,transcript_status,audio_status,video_status,slides_status,official_ir_candidate,sec_candidate,manual_local_registered,permitted_ingest_available,rights_status,blocked_reason_code,manual_action,provenance_complete
irsec_bac_2022_q4,BAC,2022_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2023_q1,BAC,2023_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2023_q2,BAC,2023_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2023_q3,BAC,2023_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2023_q4,BAC,2023_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2024_q1,BAC,2024_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2024_q2,BAC,2024_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2024_q3,BAC,2024_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2024_q4,BAC,2024_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2025_q1,BAC,2025_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2025_q2,BAC,2025_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2025_q3,BAC,2025_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2025_q4,BAC,2025_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2026_q1,BAC,2026_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_bac_2026_q2,BAC,2026_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2022_q1,BLK,2022_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2022_q2,BLK,2022_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2022_q3,BLK,2022_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2022_q4,BLK,2022_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2023_q1,BLK,2023_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2023_q2,BLK,2023_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2023_q3,BLK,2023_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2023_q4,BLK,2023_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2024_q1,BLK,2024_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2024_q2,BLK,2024_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2024_q3,BLK,2024_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2024_q4,BLK,2024_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2025_q1,BLK,2025_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2025_q2,BLK,2025_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2025_q3,BLK,2025_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2025_q4,BLK,2025_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2026_q1,BLK,2026_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_blk_2026_q2,BLK,2026_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2022_q1,CAT,2022_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2022_q2,CAT,2022_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2022_q3,CAT,2022_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2022_q4,CAT,2022_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2023_q1,CAT,2023_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2023_q2,CAT,2023_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2023_q3,CAT,2023_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2023_q4,CAT,2023_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2024_q1,CAT,2024_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2024_q2,CAT,2024_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2024_q3,CAT,2024_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2024_q4,CAT,2024_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2025_q1,CAT,2025_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2025_q2,CAT,2025_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2025_q3,CAT,2025_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2025_q4,CAT,2025_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2026_q1,CAT,2026_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_cat_2026_q2,CAT,2026_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2022_q1,CRM,2022_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2022_q2,CRM,2022_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2022_q3,CRM,2022_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2022_q4,CRM,2022_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2023_q1,CRM,2023_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2023_q2,CRM,2023_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2023_q3,CRM,2023_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2023_q4,CRM,2023_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2024_q1,CRM,2024_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2024_q2,CRM,2024_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2024_q3,CRM,2024_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2024_q4,CRM,2024_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2025_q1,CRM,2025_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2025_q2,CRM,2025_Q2,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2025_q3,CRM,2025_Q3,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2025_q4,CRM,2025_Q4,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
irsec_crm_2026_q1,CRM,2026_Q1,source_candidate_found,official_ir_candidate_rights_pending,not_collected_metadata_only,not_collected_metadata_only,official_ir_candidate_rights_pending,True,True,False,False,metadata_only,sec_metadata_only,optional later SEC metadata fetch after enabling policy,False
