case_id,ticker,fiscal_period,transcript_status,audio_status,video_status,slides_status,official_ir_candidate,sec_candidate,webcast_candidate,youtube_metadata_only,manual_local_registered,vendor_blocked,rights_status,blocked_reason_code,provenance_complete,next_manual_action
nyse5y_jnj_2025_q3,JNJ,2025_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_jnj_2025_q4,JNJ,2025_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_jnj_2026_q1,JNJ,2026_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_jnj_2026_q2,JNJ,2026_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_jnj_2026_q3,JNJ,2026_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_jnj_2026_q4,JNJ,2026_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2022_q1,XOM,2022_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2022_q2,XOM,2022_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2022_q3,XOM,2022_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2022_q4,XOM,2022_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2023_q1,XOM,2023_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2023_q2,XOM,2023_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2023_q3,XOM,2023_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2023_q4,XOM,2023_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2024_q1,XOM,2024_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2024_q2,XOM,2024_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2024_q3,XOM,2024_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2024_q4,XOM,2024_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2025_q1,XOM,2025_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2025_q2,XOM,2025_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2025_q3,XOM,2025_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2025_q4,XOM,2025_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2026_q1,XOM,2026_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2026_q2,XOM,2026_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2026_q3,XOM,2026_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_xom_2026_q4,XOM,2026_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2022_q1,BAC,2022_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2022_q2,BAC,2022_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2022_q3,BAC,2022_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2022_q4,BAC,2022_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2023_q1,BAC,2023_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2023_q2,BAC,2023_Q2,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2023_q3,BAC,2023_Q3,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2023_q4,BAC,2023_Q4,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
nyse5y_bac_2024_q1,BAC,2024_Q1,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,unknown_not_ingested,True,True,True,True,False,True,unknown,unknown_rights_blocked,False,review official IR/SEC/webcast availability and register manual-local path/hash if rights allow
