rank,ticker,company_name,exchange,sector,industry,selection_reason,exchange_status,notes
60,CAT,Caterpillar Inc.,NYSE,industrials,construction machinery,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
61,DE,Deere & Company,NYSE,industrials,agricultural machinery,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
62,GE,GE Aerospace,NYSE,industrials,aerospace engines,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
63,ETN,Eaton Corporation plc,NYSE,industrials,electrical equipment,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
64,EMR,Emerson Electric Co.,NYSE,industrials,industrial automation,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
65,MMM,3M Company,NYSE,industrials,industrial conglomerate,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
66,ITW,Illinois Tool Works Inc.,NYSE,industrials,industrial products,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
67,PH,Parker-Hannifin Corporation,NYSE,industrials,motion and control,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
68,CARR,Carrier Global Corporation,NYSE,industrials,building systems,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
69,OTIS,Otis Worldwide Corporation,NYSE,industrials,elevators and building systems,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
70,UPS,"United Parcel Service, Inc.",NYSE,logistics,parcel logistics,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
71,FDX,FedEx Corporation,NYSE,logistics,parcel logistics,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
72,DAL,"Delta Air Lines, Inc.",NYSE,logistics,airline transportation,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
73,UNP,Union Pacific Corporation,NYSE,logistics,rail transportation,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
74,NSC,Norfolk Southern Corporation,NYSE,logistics,rail transportation,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
75,HD,"The Home Depot, Inc.",NYSE,retail,home improvement retail,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
76,LOW,"Lowe's Companies, Inc.",NYSE,retail,home improvement retail,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
77,TGT,Target Corporation,NYSE,retail,general merchandise retail,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
78,KR,The Kroger Co.,NYSE,retail,grocery retail,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
79,DG,Dollar General Corporation,NYSE,retail,discount retail,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
80,MCD,McDonald's Corporation,NYSE,consumer,restaurants,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
81,YUM,"Yum! Brands, Inc.",NYSE,consumer,restaurants,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
82,NKE,"NIKE, Inc.",NYSE,consumer,apparel and footwear,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
83,DIS,The Walt Disney Company,NYSE,consumer,media and entertainment,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
84,KO,The Coca-Cola Company,NYSE,consumer,beverages,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
85,PG,The Procter & Gamble Company,NYSE,consumer,household products,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
86,CL,Colgate-Palmolive Company,NYSE,consumer,household products,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
87,EL,The Estee Lauder Companies Inc.,NYSE,consumer,beauty products,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
88,GIS,"General Mills, Inc.",NYSE,consumer,packaged food,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
89,HSY,The Hershey Company,NYSE,consumer,packaged food,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
90,T,AT&T Inc.,NYSE,telecom,telecommunications,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
91,VZ,Verizon Communications Inc.,NYSE,telecom,telecommunications,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
92,IBM,International Business Machines Corporation,NYSE,technology,enterprise technology,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
93,ORCL,Oracle Corporation,NYSE,technology,enterprise software,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
94,CRM,"Salesforce, Inc.",NYSE,technology,cloud software,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
95,NOW,"ServiceNow, Inc.",NYSE,technology,cloud workflow software,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
96,ACN,Accenture plc,NYSE,technology,technology consulting,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
97,DELL,Dell Technologies Inc.,NYSE,technology,hardware and infrastructure,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
98,HPQ,HP Inc.,NYSE,technology,hardware,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
99,NET,"Cloudflare, Inc.",NYSE,technology,edge cloud infrastructure,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
100,SNOW,Snowflake Inc.,NYSE,technology,data cloud software,NYSE large-cap/strategic coverage across required Signal Engine acquisition sectors,verified_sec_exchange_metadata_2026-05-24,Included for rights-gated acquisition; raw assets remain Desktop-only and fail closed unless explicitly approved.
