registry_id,case_id,ticker_symbol,company_name,fiscal_year,fiscal_quarter,source_type,source_url,source_domain,availability,rights_status,raw_download_allowed,blocked_reason,manual_action,acquisition_method,discovered_timestamp,provenance_hash,notes
xom_2026_q1_sec_edgar_3,xom_2026_q1,XOM,Exxon Mobil Corporation,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/XOM/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:8dc06c1216e5597fbac89735fa109948a590865417abc5ade3d1b9187a9317de,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
xom_2026_q1_youtube_metadata_only_4,xom_2026_q1,XOM,Exxon Mobil Corporation,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=XOM+Exxon+Mobil+Corporation+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:ced189f58c0ca7f515f498cd126dde8869dbbbbd8acbca9969c650baf08c51b8,No YouTube audio or video acquisition is performed.
xom_2026_q1_earnings_platform_5,xom_2026_q1,XOM,Exxon Mobil Corporation,2026,Q1,earnings_platform,licensed-vendor://blocked/XOM/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:dde6147aed2ed9a4285f03885154aa706a04e612630ef14d73886642f93646a4,Vendor raw transcript access is blocked by default.
bac_2026_q1_company_ir_1,bac_2026_q1,BAC,Bank of America Corporation,2026,Q1,company_ir,https://investor.bankofamerica.com/,investor.bankofamerica.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:5aed9d45c960f4d575cd82b713a1d23e5dde1eb16bd31fa2b60fcefc669fff07,Preferred transcript source when terms allow; this row does not assert transcript availability.
bac_2026_q1_webcast_provider_2,bac_2026_q1,BAC,Bank of America Corporation,2026,Q1,webcast_provider,https://investor.bankofamerica.com/,investor.bankofamerica.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:2560cf0e8c5f31a7215b50c3ef8a85d2437da6cf2d6cf61ff33e8b036aaa5b6c,"Audio/webcast replay candidate only; support layer, not canonical transcript."
bac_2026_q1_sec_edgar_3,bac_2026_q1,BAC,Bank of America Corporation,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/BAC/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:6fad29b6c09cdcf3670b7494e8a33cc6d2c44c5f59f5b213e5c0f163ce302831,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
bac_2026_q1_youtube_metadata_only_4,bac_2026_q1,BAC,Bank of America Corporation,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=BAC+Bank+of+America+Corporation+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:2d90902352a549bf1d2c0d6caf442e463715462636b6fb555255d69ab9a2d761,No YouTube audio or video acquisition is performed.
bac_2026_q1_earnings_platform_5,bac_2026_q1,BAC,Bank of America Corporation,2026,Q1,earnings_platform,licensed-vendor://blocked/BAC/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:f8cb14faa7f23fe9281a5ca74fa4487e87dc5e684b5c080228c26e05675bf725,Vendor raw transcript access is blocked by default.
gs_2026_q1_company_ir_1,gs_2026_q1,GS,"The Goldman Sachs Group, Inc.",2026,Q1,company_ir,https://www.goldmansachs.com/investor-relations/,goldmansachs.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:c2922dcdba8f3ab9637bd9a0a0f426f1621f8b8a46c285a955bdd999334d9b71,Preferred transcript source when terms allow; this row does not assert transcript availability.
gs_2026_q1_webcast_provider_2,gs_2026_q1,GS,"The Goldman Sachs Group, Inc.",2026,Q1,webcast_provider,https://www.goldmansachs.com/investor-relations/,goldmansachs.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:e2e9f25ad71ef0ff66884128e3d0bc158e9f536a03e64db689b678f1ee01a4ea,"Audio/webcast replay candidate only; support layer, not canonical transcript."
gs_2026_q1_sec_edgar_3,gs_2026_q1,GS,"The Goldman Sachs Group, Inc.",2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/GS/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:2f52c6bc395c3355a150a582ef21aeeeee1c1f605e486a0d549832de077154fe,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
gs_2026_q1_youtube_metadata_only_4,gs_2026_q1,GS,"The Goldman Sachs Group, Inc.",2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=GS+The+Goldman+Sachs+Group%2C+Inc.+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:743e475426a6e8067fc60278edbc448dce7edf6a5e74e3f2c73bf50dee3d5326,No YouTube audio or video acquisition is performed.
gs_2026_q1_earnings_platform_5,gs_2026_q1,GS,"The Goldman Sachs Group, Inc.",2026,Q1,earnings_platform,licensed-vendor://blocked/GS/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:d6776a99ad11738191638edaa88afdc229d958e41dacf6563d94edacd17d87c0,Vendor raw transcript access is blocked by default.
ms_2026_q1_company_ir_1,ms_2026_q1,MS,Morgan Stanley,2026,Q1,company_ir,https://www.morganstanley.com/about-us-ir,morganstanley.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:dcf3d61429b1a8636cf2e00b382a77b71e333049c9d29297888dc433cf012da2,Preferred transcript source when terms allow; this row does not assert transcript availability.
ms_2026_q1_webcast_provider_2,ms_2026_q1,MS,Morgan Stanley,2026,Q1,webcast_provider,https://www.morganstanley.com/about-us-ir,morganstanley.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:10eaa66bd2cceca0f1652697290db65edf954c6d31a4c8c46496eb0c947378b9,"Audio/webcast replay candidate only; support layer, not canonical transcript."
ms_2026_q1_sec_edgar_3,ms_2026_q1,MS,Morgan Stanley,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/MS/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:04f69a87b9cb3170d2eda3c114564663ee8c12c88e014a626a81f59c4a83867f,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
ms_2026_q1_youtube_metadata_only_4,ms_2026_q1,MS,Morgan Stanley,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=MS+Morgan+Stanley+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:f787d660ddb929b3d0da935f5c39b844052cb95fafda9c1777fe6d51264662c9,No YouTube audio or video acquisition is performed.
ms_2026_q1_earnings_platform_5,ms_2026_q1,MS,Morgan Stanley,2026,Q1,earnings_platform,licensed-vendor://blocked/MS/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:595b5561761d873ffd55d09d5b93bdb67a09d3ec2b47dafc0e827c1fdccb8d13,Vendor raw transcript access is blocked by default.
blk_2026_q1_company_ir_1,blk_2026_q1,BLK,"BlackRock, Inc.",2026,Q1,company_ir,https://ir.blackrock.com/,ir.blackrock.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:23b4e0eb48cde18121f4ca5543d13c69d0727b746d1d9ea7c2e00a591db2fc60,Preferred transcript source when terms allow; this row does not assert transcript availability.
blk_2026_q1_webcast_provider_2,blk_2026_q1,BLK,"BlackRock, Inc.",2026,Q1,webcast_provider,https://ir.blackrock.com/,ir.blackrock.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:07243261f27fe5e37699192366cf24792c23ae785a999eddd88ad1a812a621a5,"Audio/webcast replay candidate only; support layer, not canonical transcript."
blk_2026_q1_sec_edgar_3,blk_2026_q1,BLK,"BlackRock, Inc.",2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/BLK/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:69cb8c70d8a8e00256f8e5353375c6b5afe62b41f33345bcc071aaa3528ba9c4,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
blk_2026_q1_youtube_metadata_only_4,blk_2026_q1,BLK,"BlackRock, Inc.",2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=BLK+BlackRock%2C+Inc.+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:f6683ab730745e17b9256f31fc185440069a1674fd387e24af195b296fbe8922,No YouTube audio or video acquisition is performed.
blk_2026_q1_earnings_platform_5,blk_2026_q1,BLK,"BlackRock, Inc.",2026,Q1,earnings_platform,licensed-vendor://blocked/BLK/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:d4b02b7f070ada7c3ee2ea27103108878fcf392dfe4586aece37c8a1f59941f8,Vendor raw transcript access is blocked by default.
axp_2026_q1_company_ir_1,axp_2026_q1,AXP,American Express Company,2026,Q1,company_ir,https://ir.americanexpress.com/,ir.americanexpress.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:99bc74916e255452c962cfc8518aa735b844a8797c035be9267eef10eee16c0f,Preferred transcript source when terms allow; this row does not assert transcript availability.
axp_2026_q1_webcast_provider_2,axp_2026_q1,AXP,American Express Company,2026,Q1,webcast_provider,https://ir.americanexpress.com/,ir.americanexpress.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:c68a519f043714556f434de35eca6ae9dfec40a2bfefb2f7a5efc8853f579847,"Audio/webcast replay candidate only; support layer, not canonical transcript."
axp_2026_q1_sec_edgar_3,axp_2026_q1,AXP,American Express Company,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/AXP/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:de8dfd158dcc985b2ca5d349e319e8dc83ecf37e357c97e4d1abeace952a816f,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
axp_2026_q1_youtube_metadata_only_4,axp_2026_q1,AXP,American Express Company,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=AXP+American+Express+Company+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:c539e834ae25aa19ffd124a82f697b29d7105755c5526160c3cce6d398453cc0,No YouTube audio or video acquisition is performed.
axp_2026_q1_earnings_platform_5,axp_2026_q1,AXP,American Express Company,2026,Q1,earnings_platform,licensed-vendor://blocked/AXP/2026/Q1,licensed-vendor,blocked,blocked,false,licensed_vendor_without_license_config,Register license configuration before any vendor raw content use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:f60b692b4cf4870ae68d0537d61218b87810d6424cf23361dc9d89b8e56dc807,Vendor raw transcript access is blocked by default.
ibm_2026_q1_company_ir_1,ibm_2026_q1,IBM,International Business Machines Corporation,2026,Q1,company_ir,https://www.ibm.com/investor,ibm.com,unknown,metadata_only,false,source_terms_and_robots_not_reviewed,Review official IR source terms and robots policy before any raw transcript use.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:420807eea4ad9413bd27aa6c807430193337ddb0f09e68d446c54a0b2d4eed9b,Preferred transcript source when terms allow; this row does not assert transcript availability.
ibm_2026_q1_webcast_provider_2,ibm_2026_q1,IBM,International Business Machines Corporation,2026,Q1,webcast_provider,https://www.ibm.com/investor,ibm.com,unknown,metadata_only,false,webcast_terms_not_reviewed,"Open from company IR, verify replay access and storage terms, and avoid session-restricted media.",rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:8dea1370f0899d6ee0b9b7a05976a9285439d431b789e953a1c11dbf22ea36dc,"Audio/webcast replay candidate only; support layer, not canonical transcript."
ibm_2026_q1_sec_edgar_3,ibm_2026_q1,IBM,International Business Machines Corporation,2026,Q1,sec_edgar,sec-edgar://CIK_LOOKUP_REQUIRED/IBM/2026/Q1,sec-edgar,unknown,metadata_only,false,sec_metadata_only_no_raw_filing_body,Optional later SEC metadata fetch with descriptive User-Agent and <=10 rps rate limit.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:2f1f960192fbf56792aa19faaa256f9b2c91eb0aead0dd2d24a333fadde1dd35,"SEC may identify event timing, 8-K references, releases, and exhibit metadata; transcripts are not guaranteed."
ibm_2026_q1_youtube_metadata_only_4,ibm_2026_q1,IBM,International Business Machines Corporation,2026,Q1,youtube_metadata_only,https://www.youtube.com/results?search_query=IBM+International+Business+Machines+Corporation+earnings+call+2026+Q1,youtube.com,unknown,metadata_only,false,youtube_media_download_blocked_without_authorization,Use YouTube links as metadata references only unless explicit authorization exists.,rights_aware_metadata_discovery,2026-05-24T00:33:59+00:00,sha256:2a16e6668bd2e331fd2fed85183e2cf7060a974e6b6c4986b5edc01b90b451a7,No YouTube audio or video acquisition is performed.
