case_id,ticker_symbol,company_name,exchange,fiscal_year,fiscal_quarter,calendar_year,earnings_call_date,transcript_source_url,audio_source_url,video_source_url,transcript_availability,audio_availability,video_availability,source_type,rights_status,priority_tier,local_paths_created,notes,source_domain,discovered_timestamp,acquisition_method,provenance_hash,call_folder
ibm_2026_q1,IBM,International Business Machines Corporation,NYSE,2026,Q1,2026,2026-04-14,https://www.ibm.com/investor,https://www.ibm.com/investor,https://www.ibm.com/investor,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ibm.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:80cf5e0768c78e59c90d3e9a43a2395717707934ce58c1855bc5cb063f3df5aa,/Users/keith/Desktop/earnings calls 100 samples/IBM_International_Business_Machines_Corporation/2026-04-14_FY2026_Q1
lly_2026_q1,LLY,Eli Lilly and Company,NYSE,2026,Q1,2026,2026-04-14,https://investor.lilly.com/,https://investor.lilly.com/,https://investor.lilly.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.lilly.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:382713a669e90a876adf55beb4a660fda713b14f09ac7f3587654ff6b60f6b62,/Users/keith/Desktop/earnings calls 100 samples/LLY_Eli_Lilly_and_Company/2026-04-14_FY2026_Q1
mrk_2026_q1,MRK,"Merck & Co., Inc.",NYSE,2026,Q1,2026,2026-04-14,https://www.merck.com/investor-relations/,https://www.merck.com/investor-relations/,https://www.merck.com/investor-relations/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",merck.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:d8ef89302144b9107eaef3ec5e80307dc838ffd4078be8bd609fdb116a41a2af,/Users/keith/Desktop/earnings calls 100 samples/MRK_Merck_Co_Inc/2026-04-14_FY2026_Q1
pfe_2026_q1,PFE,Pfizer Inc.,NYSE,2026,Q1,2026,2026-04-14,https://investors.pfizer.com/,https://investors.pfizer.com/,https://investors.pfizer.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.pfizer.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:f98dc5a7bc8495074690852265a93032896312013105ee5bb3815f399553e1b7,/Users/keith/Desktop/earnings calls 100 samples/PFE_Pfizer_Inc/2026-04-14_FY2026_Q1
unh_2026_q1,UNH,UnitedHealth Group Incorporated,NYSE,2026,Q1,2026,2026-04-14,https://www.unitedhealthgroup.com/investors.html,https://www.unitedhealthgroup.com/investors.html,https://www.unitedhealthgroup.com/investors.html,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",unitedhealthgroup.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:a35d6e96a8c319b2b2ee69ff63c3d13b434e39691bd4aa3428b0ebaf533088f9,/Users/keith/Desktop/earnings calls 100 samples/UNH_UnitedHealth_Group_Incorporated/2026-04-14_FY2026_Q1
cvs_2026_q1,CVS,CVS Health Corporation,NYSE,2026,Q1,2026,2026-04-14,https://investors.cvshealth.com/,https://investors.cvshealth.com/,https://investors.cvshealth.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.cvshealth.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:9504b8809f8d646dd79f410548d16e762cfa41f5e0adc03f873f41cf1216075c,/Users/keith/Desktop/earnings calls 100 samples/CVS_CVS_Health_Corporation/2026-04-14_FY2026_Q1
ba_2026_q1,BA,The Boeing Company,NYSE,2026,Q1,2026,2026-04-14,https://investors.boeing.com/,https://investors.boeing.com/,https://investors.boeing.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.boeing.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:df9029480b3f55a9b43066bcb19dd84b59bfa689f222ab00ae136ba7d32fed9b,/Users/keith/Desktop/earnings calls 100 samples/BA_The_Boeing_Company/2026-04-14_FY2026_Q1
cat_2026_q1,CAT,Caterpillar Inc.,NYSE,2026,Q1,2026,2026-04-14,https://investors.caterpillar.com/,https://investors.caterpillar.com/,https://investors.caterpillar.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.caterpillar.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:ab0bc44b6a17eab5faecac09a53b3eff9e69b7767f79ebb2f8b8da0bcbfe93a3,/Users/keith/Desktop/earnings calls 100 samples/CAT_Caterpillar_Inc/2026-04-14_FY2026_Q1
de_2026_q1,DE,Deere & Company,NYSE,2026,Q1,2026,2026-04-14,https://investor.deere.com/,https://investor.deere.com/,https://investor.deere.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.deere.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:04f7a6eab203855433264402cc79ee01e2fe47a31d6aa9cc2943f7e9681d6ecf,/Users/keith/Desktop/earnings calls 100 samples/DE_Deere_Company/2026-04-14_FY2026_Q1
ge_2026_q1,GE,GE Aerospace,NYSE,2026,Q1,2026,2026-04-14,https://www.geaerospace.com/investors,https://www.geaerospace.com/investors,https://www.geaerospace.com/investors,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",geaerospace.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:6d543abb7ce432d2cdbe20f1d263f4f896e13853feb36b3a2574e3d15dea3564,/Users/keith/Desktop/earnings calls 100 samples/GE_GE_Aerospace/2026-04-14_FY2026_Q1
ko_2026_q1,KO,The Coca-Cola Company,NYSE,2026,Q1,2026,2026-04-14,https://investors.coca-colacompany.com/,https://investors.coca-colacompany.com/,https://investors.coca-colacompany.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.coca-colacompany.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:c4c6497702060c34efd4d8d497a0a99aa65d9db11821681f3c0fadcb0e794c0f,/Users/keith/Desktop/earnings calls 100 samples/KO_The_Coca_Cola_Company/2026-04-14_FY2026_Q1
mcd_2026_q1,MCD,McDonald's Corporation,NYSE,2026,Q1,2026,2026-04-14,https://corporate.mcdonalds.com/corpmcd/investors.html,https://corporate.mcdonalds.com/corpmcd/investors.html,https://corporate.mcdonalds.com/corpmcd/investors.html,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",corporate.mcdonalds.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:fd7b339918f76512f675690f4af04d0df1263d2675a63421ab64bbccf99bb364,/Users/keith/Desktop/earnings calls 100 samples/MCD_McDonald_s_Corporation/2026-04-14_FY2026_Q1
nke_2026_q1,NKE,"NIKE, Inc.",NYSE,2026,Q1,2026,2026-04-14,https://investors.nike.com/,https://investors.nike.com/,https://investors.nike.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.nike.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:4d17ec8d050e5a076334d73edd48c500ed7267094f947e232039f5ca1d16aa9c,/Users/keith/Desktop/earnings calls 100 samples/NKE_NIKE_Inc/2026-04-14_FY2026_Q1
dis_2026_q1,DIS,The Walt Disney Company,NYSE,2026,Q1,2026,2026-04-14,https://thewaltdisneycompany.com/investor-relations/,https://thewaltdisneycompany.com/investor-relations/,https://thewaltdisneycompany.com/investor-relations/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",thewaltdisneycompany.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:bf1b04aff6e758a5d55cc9d6fc5a6cba407dd19ff431bb14005b37c6aff98e6e,/Users/keith/Desktop/earnings calls 100 samples/DIS_The_Walt_Disney_Company/2026-04-14_FY2026_Q1
t_2026_q1,T,AT&T Inc.,NYSE,2026,Q1,2026,2026-04-14,https://investors.att.com/,https://investors.att.com/,https://investors.att.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.att.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:3e27139bf27b7012da4232514d1d5468944deeda62be84d241d0a8cfcbf80650,/Users/keith/Desktop/earnings calls 100 samples/T_AT_T_Inc/2026-04-14_FY2026_Q1
low_2026_q1,LOW,"Lowe's Companies, Inc.",NYSE,2026,Q1,2026,2026-04-14,https://corporate.lowes.com/investors,https://corporate.lowes.com/investors,https://corporate.lowes.com/investors,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",corporate.lowes.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:795aa9754c9e6aa247907f649e5f38a1530eed20120821a1fdac3baaf462aa6d,/Users/keith/Desktop/earnings calls 100 samples/LOW_Lowe_s_Companies_Inc/2026-04-14_FY2026_Q1
ups_2026_q1,UPS,"United Parcel Service, Inc.",NYSE,2026,Q1,2026,2026-04-14,https://investors.ups.com/,https://investors.ups.com/,https://investors.ups.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.ups.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:22d24568eb22fa4dfd664171cefb04738339908933d1691a0479eefbbcdaaec9,/Users/keith/Desktop/earnings calls 100 samples/UPS_United_Parcel_Service_Inc/2026-04-14_FY2026_Q1
rtx_2026_q1,RTX,RTX Corporation,NYSE,2026,Q1,2026,2026-04-14,https://investors.rtx.com/,https://investors.rtx.com/,https://investors.rtx.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.rtx.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:dbdab409a10d2861884b23dd15ace387c7e467b48558e05a756604274262d1c6,/Users/keith/Desktop/earnings calls 100 samples/RTX_RTX_Corporation/2026-04-14_FY2026_Q1
lmt_2026_q1,LMT,Lockheed Martin Corporation,NYSE,2026,Q1,2026,2026-04-14,https://investors.lockheedmartin.com/,https://investors.lockheedmartin.com/,https://investors.lockheedmartin.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.lockheedmartin.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:f0e8ee7f5c21006c115be892de0b02e167bf38a51df73f58c7b075cf4f158a1d,/Users/keith/Desktop/earnings calls 100 samples/LMT_Lockheed_Martin_Corporation/2026-04-14_FY2026_Q1
noc_2026_q1,NOC,Northrop Grumman Corporation,NYSE,2026,Q1,2026,2026-04-14,https://investor.northropgrumman.com/,https://investor.northropgrumman.com/,https://investor.northropgrumman.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.northropgrumman.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:bbc6040bf345d1e0720a7db3f910ca6968b1602ebca22f8a727f88afc9fb6031,/Users/keith/Desktop/earnings calls 100 samples/NOC_Northrop_Grumman_Corporation/2026-04-14_FY2026_Q1
cvx_2026_q1,CVX,Chevron Corporation,NYSE,2026,Q1,2026,2026-04-14,https://www.chevron.com/investors,https://www.chevron.com/investors,https://www.chevron.com/investors,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",chevron.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:eceed6fe54a96d79d6c653e8e6c2c86107cc6e537cb4dfd1210d6f3d988665f3,/Users/keith/Desktop/earnings calls 100 samples/CVX_Chevron_Corporation/2026-04-14_FY2026_Q1
cop_2026_q1,COP,ConocoPhillips,NYSE,2026,Q1,2026,2026-04-14,https://www.conocophillips.com/investor/,https://www.conocophillips.com/investor/,https://www.conocophillips.com/investor/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",conocophillips.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:496952edb14c64fb10d6a82f47f9942ee4ae91169bcc8a58aac3d7c2d030da64,/Users/keith/Desktop/earnings calls 100 samples/COP_ConocoPhillips/2026-04-14_FY2026_Q1
slb_2026_q1,SLB,SLB,NYSE,2026,Q1,2026,2026-04-14,https://investorcenter.slb.com/,https://investorcenter.slb.com/,https://investorcenter.slb.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investorcenter.slb.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:beddb556197f3aa85573234908281c956d4e38a123aa0a6f7cc4e238399eb5c8,/Users/keith/Desktop/earnings calls 100 samples/SLB_SLB/2026-04-14_FY2026_Q1
hal_2026_q1,HAL,Halliburton Company,NYSE,2026,Q1,2026,2026-04-14,https://ir.halliburton.com/,https://ir.halliburton.com/,https://ir.halliburton.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ir.halliburton.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:54ef63691cb98e7ae23a5b9da482b8f380f2b779b690cc0b8f9ff37b53df2cb5,/Users/keith/Desktop/earnings calls 100 samples/HAL_Halliburton_Company/2026-04-14_FY2026_Q1
pg_2026_q1,PG,The Procter & Gamble Company,NYSE,2026,Q1,2026,2026-04-14,https://www.pginvestor.com/,https://www.pginvestor.com/,https://www.pginvestor.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",pginvestor.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:f60717c28fe093f21332582768b700fc88726a6087842529148b22abafcd1356,/Users/keith/Desktop/earnings calls 100 samples/PG_The_Procter_Gamble_Company/2026-04-14_FY2026_Q1
cl_2026_q1,CL,Colgate-Palmolive Company,NYSE,2026,Q1,2026,2026-04-14,https://investor.colgatepalmolive.com/,https://investor.colgatepalmolive.com/,https://investor.colgatepalmolive.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.colgatepalmolive.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:417a55e3f1db3a38b072b3748232e7332d01411be345de2ef20de4b60b479ec0,/Users/keith/Desktop/earnings calls 100 samples/CL_Colgate_Palmolive_Company/2026-04-14_FY2026_Q1
kmb_2026_q1,KMB,Kimberly-Clark Corporation,NYSE,2026,Q1,2026,2026-04-14,https://investor.kimberly-clark.com/,https://investor.kimberly-clark.com/,https://investor.kimberly-clark.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.kimberly-clark.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:f6e3f804a162a018911e6e0ac77fdb4e5779064400e63905d506fa2183f1b473,/Users/keith/Desktop/earnings calls 100 samples/KMB_Kimberly_Clark_Corporation/2026-04-14_FY2026_Q1
fdx_2026_q1,FDX,FedEx Corporation,NYSE,2026,Q1,2026,2026-04-14,https://investors.fedex.com/,https://investors.fedex.com/,https://investors.fedex.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investors.fedex.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:bc2775e82397885a33997b352c98afb2399bd18f95cd5a5ae648e934d231adf1,/Users/keith/Desktop/earnings calls 100 samples/FDX_FedEx_Corporation/2026-04-14_FY2026_Q1
dal_2026_q1,DAL,"Delta Air Lines, Inc.",NYSE,2026,Q1,2026,2026-04-14,https://ir.delta.com/,https://ir.delta.com/,https://ir.delta.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ir.delta.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:b1be5b7f486490b16699d3ee0b0182b2664e9e07260d0bba5c53cd3f23ff12e0,/Users/keith/Desktop/earnings calls 100 samples/DAL_Delta_Air_Lines_Inc/2026-04-14_FY2026_Q1
spgi_2026_q1,SPGI,S&P Global Inc.,NYSE,2026,Q1,2026,2026-04-14,https://investor.spglobal.com/,https://investor.spglobal.com/,https://investor.spglobal.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",investor.spglobal.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:6d4b16fd7b26856285a6471e21896d02a48857a406d3d19370d2909612a94982,/Users/keith/Desktop/earnings calls 100 samples/SPGI_S_P_Global_Inc/2026-04-14_FY2026_Q1
mco_2026_q1,MCO,Moody's Corporation,NYSE,2026,Q1,2026,2026-04-14,https://ir.moodys.com/,https://ir.moodys.com/,https://ir.moodys.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ir.moodys.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:5fe490a09a2e2456d9eee3ff3d36b3c17ce102380383ecf373a88b7022e4e106,/Users/keith/Desktop/earnings calls 100 samples/MCO_Moody_s_Corporation/2026-04-14_FY2026_Q1
ice_2026_q1,ICE,"Intercontinental Exchange, Inc.",NYSE,2026,Q1,2026,2026-04-14,https://ir.theice.com/,https://ir.theice.com/,https://ir.theice.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ir.theice.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:d31dc5f48f9c922cce0f58ae88ca41660a04de9dff34779dafa911740b957dc0,/Users/keith/Desktop/earnings calls 100 samples/ICE_Intercontinental_Exchange_Inc/2026-04-14_FY2026_Q1
schw_2026_q1,SCHW,The Charles Schwab Corporation,NYSE,2026,Q1,2026,2026-04-14,https://www.aboutschwab.com/investor-relations,https://www.aboutschwab.com/investor-relations,https://www.aboutschwab.com/investor-relations,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",aboutschwab.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:43e6b626acb0795fc28d6b16a1a25f4129348ead5cfdd2d66f64fa8b2943c1d2,/Users/keith/Desktop/earnings calls 100 samples/SCHW_The_Charles_Schwab_Corporation/2026-04-14_FY2026_Q1
mmc_2026_q1,MMC,"Marsh & McLennan Companies, Inc.",NYSE,2026,Q1,2026,2026-04-14,https://ir.mmc.com/,https://ir.mmc.com/,https://ir.mmc.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ir.mmc.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:84fc07d9b7b761f4ff204704c764f04636f3ee6621ad7761e690de81cab22df6,/Users/keith/Desktop/earnings calls 100 samples/MMC_Marsh_McLennan_Companies_Inc/2026-04-14_FY2026_Q1
aon_2026_q1,AON,Aon plc,NYSE,2026,Q1,2026,2026-04-14,https://ir.aon.com/,https://ir.aon.com/,https://ir.aon.com/,unknown,unknown,unknown,company_ir,metadata_only,4,true,"Metadata-only candidate. Availability is not asserted until official IR source terms, robots policy, and event identity are manually reviewed.",ir.aon.com,2026-05-24T00:33:59+00:00,rights_aware_metadata_discovery,sha256:747a502c3f70080c9b3671cb66671d87b4f26d4c792cb1bef4fabf8044479c64,/Users/keith/Desktop/earnings calls 100 samples/AON_Aon_plc/2026-04-14_FY2026_Q1
