source_id,case_id,ticker,company_name,fiscal_year,fiscal_quarter,asset_type,source_type,source_url,source_domain,rights_status,blocked_reason,allow_download,allow_eval_use,allow_training_use,commit_allowed,manual_approval_required,approval_ref,approved_by,approved_at,license_config_ref,explicit_training_rights_ref,source_terms_checked,robots_checked,review_priority,next_action,provenance_hash
src_e862adffd5ae84c9c,stt_2025_q4,STT,State Street Corporation,2025,Q4,transcript,official_ir,https://investors.statestreet.com/,investors.statestreet.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:903f11ea098265fc7bb7489c64e4a137a9c0e0e5a8621689d9ef2fa47b34a24d
src_ac4409296a3341e1a,stt_2025_q4,STT,State Street Corporation,2025,Q4,audio,official_ir,https://investors.statestreet.com/,investors.statestreet.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:1360045f29e780fc06919e55102ff562313c8d1520adaba2539e282992e0632b
src_e410a5e7fc42041f4,usb_2025_q4,USB,U.S. Bancorp,2025,Q4,transcript,official_ir,https://ir.usbank.com/,ir.usbank.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:9d6a575515bb73f7db8474a9e3c31814d84a7e5d873dc4e88eb301d7d9d51c11
src_473b0e14fd1e59217,usb_2025_q4,USB,U.S. Bancorp,2025,Q4,audio,official_ir,https://ir.usbank.com/,ir.usbank.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:c2a689eaa372a820a6e41e1608c9feecfcd85edc8e0b3123979842b9edf1ad90
src_d736876ce7a01b0f9,pnc_2025_q4,PNC,"The PNC Financial Services Group, Inc.",2025,Q4,transcript,official_ir,https://investor.pnc.com/,investor.pnc.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:eba869d2fb7af67f64511be321efea1f311d776a62cc3386ae7d06f0604e10be
src_e02e6875a03eee974,pnc_2025_q4,PNC,"The PNC Financial Services Group, Inc.",2025,Q4,audio,official_ir,https://investor.pnc.com/,investor.pnc.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:a9a154ffb66ca4bbb82f39d29b0e80d37a1e06780fac4775cf065711d68bc8b9
src_5b08193bea948563a,tfc_2025_q4,TFC,Truist Financial Corporation,2025,Q4,transcript,official_ir,https://ir.truist.com/,ir.truist.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:cc001eb640fee5012bdd18d8d4075ffc6a52811a026f6c59b79c0b17923c9af4
src_e0de00b6b06eca5cc,tfc_2025_q4,TFC,Truist Financial Corporation,2025,Q4,audio,official_ir,https://ir.truist.com/,ir.truist.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:64bc0b44519f47eb18e3bc0f57272e1abb5066fa8dc4891eac2a519cac672146
src_2fc5dbed4dac93b63,cof_2025_q4,COF,Capital One Financial Corporation,2025,Q4,transcript,official_ir,https://investor.capitalone.com/,investor.capitalone.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:089c8e833ab762d5fdd331daaf426b7c13509770d1786d6547db497a97a7d100
src_45e3a6756ae5cd5e7,cof_2025_q4,COF,Capital One Financial Corporation,2025,Q4,audio,official_ir,https://investor.capitalone.com/,investor.capitalone.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:a349bf9e894f2a953a3f089a8b502ec9f126aff34b05cb47b6a918c48384ee25
src_0d4250476265a1e18,axp_2025_q4,AXP,American Express Company,2025,Q4,transcript,official_ir,https://ir.americanexpress.com/,ir.americanexpress.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:ec91226d5f69d21a83d2b6ec44cf784685faa2a3241f38b0392d3bfcbcf12d12
src_57f7367a19e887d83,axp_2025_q4,AXP,American Express Company,2025,Q4,audio,official_ir,https://ir.americanexpress.com/,ir.americanexpress.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:9e0b79ca5912722d2c872ebd040a4bac13bc62d5f1458ecbbd3945b7969ef0c3
src_fcebdd08e8a547a16,v_2025_q4,V,Visa Inc.,2025,Q4,transcript,official_ir,https://investor.visa.com/,investor.visa.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:43b5980b4d29c453a6bc61dab39a5ebca514a76cde112a7b4feb76c3bc0a0b63
src_dae436eb44db6ef03,v_2025_q4,V,Visa Inc.,2025,Q4,audio,official_ir,https://investor.visa.com/,investor.visa.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:4806c55e17f9970f5bc911880527e6fe7a99d636902fed789984a2622e07185e
src_cf93663579cc1123e,ma_2025_q4,MA,Mastercard Incorporated,2025,Q4,transcript,official_ir,https://investor.mastercard.com/,investor.mastercard.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:708eb0fd9ffe067cee4057b827c7d91db99c827aa741b2d15978c2135638d0ca
src_aeb9d9fa17999ddf6,ma_2025_q4,MA,Mastercard Incorporated,2025,Q4,audio,official_ir,https://investor.mastercard.com/,investor.mastercard.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:57b06c1739d05491a4982c48122bb547467c97ab2e7a46cae654c56df7100485
src_fe4f571373229327a,fis_2025_q4,FIS,"Fidelity National Information Services, Inc.",2025,Q4,transcript,official_ir,https://investor.fisglobal.com/,investor.fisglobal.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:7f74e8aa96b0aca746de320396d7fbcb617290eb7cc00cff0e28e23db11c63cd
src_f98dd3e8170583d1b,fis_2025_q4,FIS,"Fidelity National Information Services, Inc.",2025,Q4,audio,official_ir,https://investor.fisglobal.com/,investor.fisglobal.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:374e539cf68f1c2f060e61b1927a0ce2f0d8839d95ee7a3931ced77f19d5957c
src_e3823a99f2618c85d,gpn_2025_q4,GPN,Global Payments Inc.,2025,Q4,transcript,official_ir,https://investors.globalpayments.com/,investors.globalpayments.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:b92bbe2473bf99f32b9f2f0489a096ccca09b531d2347ab94552c8d883ae58a0
src_2e7f27e21193b9a49,gpn_2025_q4,GPN,Global Payments Inc.,2025,Q4,audio,official_ir,https://investors.globalpayments.com/,investors.globalpayments.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:f6f4ae4bc5a055bc9feea12e19e01385b1ec89058f16f0912f1699cdf1845984
src_904aa43dbd6d46a80,blk_2025_q4,BLK,"BlackRock, Inc.",2025,Q4,transcript,official_ir,https://ir.blackrock.com/,ir.blackrock.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:c01cc33f4e56b2edfa97cb0acdfe8e4a4a9e2d64dabd4d2843ee0bc0c5d130a6
src_f776bd9f5c4583454,blk_2025_q4,BLK,"BlackRock, Inc.",2025,Q4,audio,official_ir,https://ir.blackrock.com/,ir.blackrock.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:9d2a284b2e55530d664b1b6a1a89b142f8abf7cf490d1e27091239d2dae46f74
src_ac670d6e198612cc2,bx_2025_q4,BX,Blackstone Inc.,2025,Q4,transcript,official_ir,https://ir.blackstone.com/,ir.blackstone.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:8a781d67474a50ebc43cd2ab820c5a29d0b42776c658be96a02e3fddbe07f87a
src_c7a7e65b133eb577e,bx_2025_q4,BX,Blackstone Inc.,2025,Q4,audio,official_ir,https://ir.blackstone.com/,ir.blackstone.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:6825a68e5204ce51afad3675a5ee24ef157dedfe97e57bc0e4e5c3d669cf098d
src_c98352733399d3046,schw_2025_q4,SCHW,The Charles Schwab Corporation,2025,Q4,transcript,official_ir,https://www.aboutschwab.com/investor-relations,www.aboutschwab.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:c3d459175acdcb1fd6fe4020b74fa7afe992fc1e79226f1cc732100d611720c2
src_7c78ca605726e906b,schw_2025_q4,SCHW,The Charles Schwab Corporation,2025,Q4,audio,official_ir,https://www.aboutschwab.com/investor-relations,www.aboutschwab.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:167d254aa522698591c1f3bc6f9aac1b2cf5cf10067b38267ae024baed2bcb50
src_bd5d39647bebe2f78,ice_2025_q4,ICE,"Intercontinental Exchange, Inc.",2025,Q4,transcript,official_ir,https://ir.theice.com/,ir.theice.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:704d4508b5b8d808cdd24df768934e8bb4d1581203da011deeb54e67fd8b4629
src_316e224a45c03f917,ice_2025_q4,ICE,"Intercontinental Exchange, Inc.",2025,Q4,audio,official_ir,https://ir.theice.com/,ir.theice.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:d5452f3490d2ce924fd84523a73adb0b63704fcbdd38fc8910901b4637045c48
src_b8c57d0be688ad924,spgi_2025_q4,SPGI,S&P Global Inc.,2025,Q4,transcript,official_ir,https://investor.spglobal.com/,investor.spglobal.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:db1d9d2d907757e5a6815825f26611cb2b82855eb32c8929071dd0c25e28e20a
src_549d254082b57d807,spgi_2025_q4,SPGI,S&P Global Inc.,2025,Q4,audio,official_ir,https://investor.spglobal.com/,investor.spglobal.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:1b5603a4181943da82d8a3a3755c2a38a6a8f209effc1ad5442cdf3c06ae180e
src_d5c8a65d60f7eff75,mco_2025_q4,MCO,Moody's Corporation,2025,Q4,transcript,official_ir,https://ir.moodys.com/,ir.moodys.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:74efd0c3b65da69dbadfc4f6745fb25d09aeaf1e0a9e1ef02a355f94be301c2d
src_7d2c502b961064427,mco_2025_q4,MCO,Moody's Corporation,2025,Q4,audio,official_ir,https://ir.moodys.com/,ir.moodys.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:0ade68b34e9cd91c4b6af4bdd695dcbb16c7aff6b4dcf94295f6f51bde4165a0
src_ba71d7e61d34af6cc,aon_2025_q4,AON,Aon plc,2025,Q4,transcript,official_ir,https://investors.aon.com/,investors.aon.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:ca526e9626709df4bcd81b188a5dfa822ba1297f98b05fab65571f5f724f301c
src_dfc56f002dbf2ac99,aon_2025_q4,AON,Aon plc,2025,Q4,audio,official_ir,https://investors.aon.com/,investors.aon.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:47f496ff4e203b0fa7fde60adaae3eb73213b24481fb1dc2d140ac6e3ed3be96
src_ce6a3ebacd68c46eb,aig_2025_q4,AIG,"American International Group, Inc.",2025,Q4,transcript,official_ir,https://www.aig.com/investor-relations,www.aig.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:cfd34614bdc9a14122bfb2bafa9e2f989cc44b22abd903ff2be9cc5e6b229bdc
src_08a791f113985be8f,aig_2025_q4,AIG,"American International Group, Inc.",2025,Q4,audio,official_ir,https://www.aig.com/investor-relations,www.aig.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:baad623d544659d68e3167717194f19dbeef7f4b9efc15ca575da424a075de72
src_fe9c1b2deb8533a77,met_2025_q4,MET,"MetLife, Inc.",2025,Q4,transcript,official_ir,https://investor.metlife.com/,investor.metlife.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:0dc39654e5cbde9099688a3309a017659306d6c61747a94f3d73b911c303dc94
src_db51279623f03ad55,met_2025_q4,MET,"MetLife, Inc.",2025,Q4,audio,official_ir,https://investor.metlife.com/,investor.metlife.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:57c0083a13cad60e32034f45366ced3e2381db14fda90a0dfe1d6254589098bd
src_bf923013800c2fcea,pru_2025_q4,PRU,"Prudential Financial, Inc.",2025,Q4,transcript,official_ir,https://www.investor.prudential.com/,www.investor.prudential.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:20feb05bd5fe16c60bb999235d865b426952738305aa578c2a9c9ce5ab76a84e
src_38e9a7680d389c448,pru_2025_q4,PRU,"Prudential Financial, Inc.",2025,Q4,audio,official_ir,https://www.investor.prudential.com/,www.investor.prudential.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:b2c0b85fbb99e45b1775406e3e30326bf7d0234c82e5e432744d2c689315c6e7
src_39a5f99f362ee82e5,trv_2025_q4,TRV,"The Travelers Companies, Inc.",2025,Q4,transcript,official_ir,https://investor.travelers.com/,investor.travelers.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:95cc5749333b9e34aa1ede45094372d2bc693a4232f4484632bda39cba0afa9a
src_f9a3a381a67a97b78,trv_2025_q4,TRV,"The Travelers Companies, Inc.",2025,Q4,audio,official_ir,https://investor.travelers.com/,investor.travelers.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:f07ee360b4f9192f787862a14af13b0ea422d9dac0287c205390dc784d7616ab
src_44bc01607001dc6d0,cb_2025_q4,CB,Chubb Limited,2025,Q4,transcript,official_ir,https://investors.chubb.com/,investors.chubb.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:004f9efe4da9c6dd4c464a670cc1d998451280da258c78781b797493c0bf040f
src_30a71ac913b4ee498,cb_2025_q4,CB,Chubb Limited,2025,Q4,audio,official_ir,https://investors.chubb.com/,investors.chubb.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:125ffddf08d4aa30aac0db55206d1081b837b5723c4f0e15ea528f65b585882b
src_e105e1bcc40f104b6,jnj_2025_q4,JNJ,Johnson & Johnson,2025,Q4,transcript,official_ir,https://www.investor.jnj.com/,www.investor.jnj.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:ec5467da5a1e1670c33e7a2f4de96fb8fc83b8368d5ffd42868b013f6aff876a
src_9ccadec4fc2893885,jnj_2025_q4,JNJ,Johnson & Johnson,2025,Q4,audio,official_ir,https://www.investor.jnj.com/,www.investor.jnj.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:6a33506c0a763f6528f9a305fffd623df7efbe8b3581f62302d6875816b67e0b
src_b161ae1d7bb2944de,lly_2025_q4,LLY,Eli Lilly and Company,2025,Q4,transcript,official_ir,https://investor.lilly.com/,investor.lilly.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:b82c137f92c83b34ff41c75e3a607cd910597e9a8c8d68f7f0bbc12ed86366b2
src_65f89c8bc4b9595f7,lly_2025_q4,LLY,Eli Lilly and Company,2025,Q4,audio,official_ir,https://investor.lilly.com/,investor.lilly.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:7dd9aa755c5ba0db1a9095a7f23f0986293f57822c8be6dff6f1ef34ea65fba6
src_f3c63b22954c89c07,mrk_2025_q4,MRK,"Merck & Co., Inc.",2025,Q4,transcript,official_ir,https://www.merck.com/investor-relations/,www.merck.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:03c4e6404903bb72f3d759e3c9c9242b4257eb437abcf5c1044902ec59a4b1c3
src_811dda7d11c24d84c,mrk_2025_q4,MRK,"Merck & Co., Inc.",2025,Q4,audio,official_ir,https://www.merck.com/investor-relations/,www.merck.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:4b51a4600da45566f3286509ea32e346012ba25961637d9f3ed992f4d8abf21e
src_a02360d7837198adb,pfe_2025_q4,PFE,Pfizer Inc.,2025,Q4,transcript,official_ir,https://investors.pfizer.com/,investors.pfizer.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:712d1aa10fdeaefd608216d3b92b14c5de52a81890cc13a358a25046cb121991
src_19528eb652983e2ce,pfe_2025_q4,PFE,Pfizer Inc.,2025,Q4,audio,official_ir,https://investors.pfizer.com/,investors.pfizer.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:0793bb3888fb49596e84e728fa62e4b7753b51e85f7882f6c4d4ca304a6861eb
src_a87a53572a27fd5fa,unh_2025_q4,UNH,UnitedHealth Group Incorporated,2025,Q4,transcript,official_ir,https://www.unitedhealthgroup.com/investors.html,www.unitedhealthgroup.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,1,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:dc7416970885211854b36dbfa0de454643c552ea2ccee8bcc5028ff5699492c1
src_7b52a2ee3841e1c1f,unh_2025_q4,UNH,UnitedHealth Group Incorporated,2025,Q4,audio,official_ir,https://www.unitedhealthgroup.com/investors.html,www.unitedhealthgroup.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,true,,,,,,false,false,2,"Review source terms, robots policy, event identity, and storage/evaluation rights before any raw download.",sha256:5b4a085509e58e3ecf3209ccba1b4a002bbadbcb2759866fba5bee019a7934da
