case_id,ticker,company_name,source_type,asset_type,source_url,source_domain,rights_status,blocked_reason,download_allowed,commit_allowed,training_allowed,eval_allowed,license_config_ref,authorization_ref,provenance_hash,notes
ms_2025_q4,MS,Morgan Stanley,vendor,transcript,licensed-vendor://blocked/MS/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:f4b8dc7800189cc8048be011174f1c5c64150e9c7b04c33a436f20f9c00d8612,Register license_config_ref before any vendor raw content use.
bk_2025_q4,BK,The Bank of New York Mellon Corporation,official_ir,transcript,https://www.bny.com/corporate/global/en/investor-relations.html,www.bny.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:bf12558a6edd225a75dd5dc8333214ea156dc29dc1745a88260041b4247ffd9e,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
bk_2025_q4,BK,The Bank of New York Mellon Corporation,sec_edgar,metadata,sec-edgar://metadata-first/BK/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:fa9df1996b462764f99c9d712c9a908d28ad8f2da85d9981d1140fff49a9b686,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
bk_2025_q4,BK,The Bank of New York Mellon Corporation,youtube,video,https://www.youtube.com/results?search_query=BK+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:69883cb53f2e65a0d1733f19cf27083f7e9fb84962bce8a155b195c438c76357,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
bk_2025_q4,BK,The Bank of New York Mellon Corporation,vendor,transcript,licensed-vendor://blocked/BK/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:6ac23602bd218dbfebb0e046ac61604e5adca83b9e0531167be4b619bef46469,Register license_config_ref before any vendor raw content use.
stt_2025_q4,STT,State Street Corporation,official_ir,transcript,https://investors.statestreet.com/,investors.statestreet.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:533c8b200dedd03bfcde3b6edbb06dfd9bda0919e7f477ec5fecad9e784fc94c,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
stt_2025_q4,STT,State Street Corporation,sec_edgar,metadata,sec-edgar://metadata-first/STT/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:57fe3fb2df9a157023307edd45fbfaad4e027179d1db63df3656137b58e78d21,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
stt_2025_q4,STT,State Street Corporation,youtube,video,https://www.youtube.com/results?search_query=STT+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:a15e4e130b6d32667f40c4d8d2cc94311c72c1c3a003cb79c3e32505248ec500,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
stt_2025_q4,STT,State Street Corporation,vendor,transcript,licensed-vendor://blocked/STT/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:8f5ea43cbf4b4f38a589011f00a84cf9614700d54bff2b0c4d268139af2b9b46,Register license_config_ref before any vendor raw content use.
usb_2025_q4,USB,U.S. Bancorp,official_ir,transcript,https://ir.usbank.com/,ir.usbank.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:fd23f686192c7999d2115ad93d0abc27259d379da862d0c0a0b80ba4962b396a,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
usb_2025_q4,USB,U.S. Bancorp,sec_edgar,metadata,sec-edgar://metadata-first/USB/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:800d9b78ac65f2a2c8d0e7d15099584ba7b38f7e71b7495a74216a9d9370d760,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
usb_2025_q4,USB,U.S. Bancorp,youtube,video,https://www.youtube.com/results?search_query=USB+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:2a57f6b8ca48bc70dd8284317d90616ddf983b0f719b40a10427609b70f1156c,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
usb_2025_q4,USB,U.S. Bancorp,vendor,transcript,licensed-vendor://blocked/USB/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:fa430d52ea9cebc3ad1e87be5c156dbed11c60eb78a162ef17b1f90e640bda33,Register license_config_ref before any vendor raw content use.
pnc_2025_q4,PNC,"The PNC Financial Services Group, Inc.",official_ir,transcript,https://investor.pnc.com/,investor.pnc.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:b131ec52e5c6b9623351b281346af3b6aa5262aac5783091b9407ec7d2470150,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
pnc_2025_q4,PNC,"The PNC Financial Services Group, Inc.",sec_edgar,metadata,sec-edgar://metadata-first/PNC/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:dddfa612fb948ef81fd40e8b2c639d92b9d696969145d05d1183445b3604cffa,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
pnc_2025_q4,PNC,"The PNC Financial Services Group, Inc.",youtube,video,https://www.youtube.com/results?search_query=PNC+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:f01f1e12d1b8c06053c575d4abd6bddc5027dc024f56d66b2ca485191466fffe,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
pnc_2025_q4,PNC,"The PNC Financial Services Group, Inc.",vendor,transcript,licensed-vendor://blocked/PNC/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:62cf6137b9bf7acba5e9c17219199c657af0a90a391077d8d6e7a69a68d9ecdb,Register license_config_ref before any vendor raw content use.
tfc_2025_q4,TFC,Truist Financial Corporation,official_ir,transcript,https://ir.truist.com/,ir.truist.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:9d0b1b4a59d9b37c6fd21fa23a22f46201870384b8ad2275dc70e3a076c09a9b,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
tfc_2025_q4,TFC,Truist Financial Corporation,sec_edgar,metadata,sec-edgar://metadata-first/TFC/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:ab71f77e535e07822e1a0212b49f2f0b3177dcae783ae0d846cb8554585f77ae,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
tfc_2025_q4,TFC,Truist Financial Corporation,youtube,video,https://www.youtube.com/results?search_query=TFC+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:28406c496576cb381f3101cb530fbfd10c9942601043b9194ebb87bba2287f84,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
tfc_2025_q4,TFC,Truist Financial Corporation,vendor,transcript,licensed-vendor://blocked/TFC/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:75973680b4f09ecb468f3017ed9b719e1163aeea68a359515e385d42ac2056b1,Register license_config_ref before any vendor raw content use.
cof_2025_q4,COF,Capital One Financial Corporation,official_ir,transcript,https://investor.capitalone.com/,investor.capitalone.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:c43005ef817983decf9013bbdc5c75b5736e3a094ee69147cd0a697049d5815e,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
cof_2025_q4,COF,Capital One Financial Corporation,sec_edgar,metadata,sec-edgar://metadata-first/COF/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:45edd0bba2e5d6b3f11ff2f47e16b1f8e94b9c4f5c3c1f9d536b856c3ae95601,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
cof_2025_q4,COF,Capital One Financial Corporation,youtube,video,https://www.youtube.com/results?search_query=COF+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:c6255112c38b3fca2c30ec754fe839eee86fc0b55b585c8f3e1ed2b5a2194423,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
cof_2025_q4,COF,Capital One Financial Corporation,vendor,transcript,licensed-vendor://blocked/COF/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:1ef4558c738aa0c7c10eb3a023cd20ca259d5025c8fc2a272fa40958123a9597,Register license_config_ref before any vendor raw content use.
axp_2025_q4,AXP,American Express Company,official_ir,transcript,https://ir.americanexpress.com/,ir.americanexpress.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:3a52ef89f535cb853a9cf02097a439aa8d55164ed66ab2ea68be496ef5b8ae21,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
axp_2025_q4,AXP,American Express Company,sec_edgar,metadata,sec-edgar://metadata-first/AXP/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:a4dad70ad3630b8efeb65c69c63ffbde168a278171c0d1dfbbfff6d1ff68363e,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
axp_2025_q4,AXP,American Express Company,youtube,video,https://www.youtube.com/results?search_query=AXP+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:9472600d5fd6e7c1eefe203691291aa0041563b9b13555d57edf684c77aa4f6e,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
axp_2025_q4,AXP,American Express Company,vendor,transcript,licensed-vendor://blocked/AXP/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:4f00112c621d4039d898082c879b2fe19142d7c314ebc386eef5d971e97d1e2b,Register license_config_ref before any vendor raw content use.
v_2025_q4,V,Visa Inc.,official_ir,transcript,https://investor.visa.com/,investor.visa.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:7c8799b1199dea5ae89aae8588292af1ffa017c4fb0a5a9bed2a814c54c20e90,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
v_2025_q4,V,Visa Inc.,sec_edgar,metadata,sec-edgar://metadata-first/V/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:48390ae1b300163a81cacb85789158ec90bd1bc6f8e76abc9be2b5b6503aae93,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
v_2025_q4,V,Visa Inc.,youtube,video,https://www.youtube.com/results?search_query=V+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:6481bdfbd36b1204e6d6e4b6740647da44a880a0cd2d70cb47e10ffde99ecf30,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
v_2025_q4,V,Visa Inc.,vendor,transcript,licensed-vendor://blocked/V/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:0b9c376e04f2e073b4a0577d04784f6990b7c623a4e4641eb20f2b85a8eef2a1,Register license_config_ref before any vendor raw content use.
ma_2025_q4,MA,Mastercard Incorporated,official_ir,transcript,https://investor.mastercard.com/,investor.mastercard.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:f214c32741ea0281b5b5403e171c97a748d19b45b5075266a8b44dfddf5a10cd,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
ma_2025_q4,MA,Mastercard Incorporated,sec_edgar,metadata,sec-edgar://metadata-first/MA/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:be7dc3606167a8a6ed45437beaca3261e578c9b47738b14a429dc00f9071395b,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
ma_2025_q4,MA,Mastercard Incorporated,youtube,video,https://www.youtube.com/results?search_query=MA+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:529040c82f8e50f4d2caafbe5d2843322a2c0331e335cf89fddc44c663c57a85,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
ma_2025_q4,MA,Mastercard Incorporated,vendor,transcript,licensed-vendor://blocked/MA/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:b9b863514f35446cc745cec85f34104261bbe2b12de4537b18cfcb4eb9be2051,Register license_config_ref before any vendor raw content use.
fis_2025_q4,FIS,"Fidelity National Information Services, Inc.",official_ir,transcript,https://investor.fisglobal.com/,investor.fisglobal.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:c1cfa67b946b946cc722101b9970a655cfd31785e7c158101fc5d58db6312edd,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
fis_2025_q4,FIS,"Fidelity National Information Services, Inc.",sec_edgar,metadata,sec-edgar://metadata-first/FIS/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:6ead25c92d79c5dd59732290d7cff875a5a548ef6e89fdd5c71876748f23f3ad,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
fis_2025_q4,FIS,"Fidelity National Information Services, Inc.",youtube,video,https://www.youtube.com/results?search_query=FIS+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:b50d0cba2368067bf2a07fe812ddc567f845ad64c9c3f6e95e54a6982d36eb07,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
fis_2025_q4,FIS,"Fidelity National Information Services, Inc.",vendor,transcript,licensed-vendor://blocked/FIS/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:4e7bd14060aa51c9db64b5c58541b7b65aff23db1fc5eb5e80ef76659bef5fd2,Register license_config_ref before any vendor raw content use.
gpn_2025_q4,GPN,Global Payments Inc.,official_ir,transcript,https://investors.globalpayments.com/,investors.globalpayments.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:b5de43974c24280eef74d5729181bbaa8e58809b000881defb85587cda9f28f1,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
gpn_2025_q4,GPN,Global Payments Inc.,sec_edgar,metadata,sec-edgar://metadata-first/GPN/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:e3f4d8df16d29170d7c2177e3cdefbb7ab1a1496cf57cc9bdb52474ec25a1845,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
gpn_2025_q4,GPN,Global Payments Inc.,youtube,video,https://www.youtube.com/results?search_query=GPN+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:008f30a21ad5ecb635d5c276b49a123adb6738971ffed6779371cb37f6704678,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
gpn_2025_q4,GPN,Global Payments Inc.,vendor,transcript,licensed-vendor://blocked/GPN/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:75927aa7f62a0720e8fc1e14114a0c0639d5c8376f8a0d745b7ba5fb88d9a35d,Register license_config_ref before any vendor raw content use.
blk_2025_q4,BLK,"BlackRock, Inc.",official_ir,transcript,https://ir.blackrock.com/,ir.blackrock.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:d900e444a9205a0346d36aeaa2bffcd86efddfc2efc33860a575dead9eea70a6,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
blk_2025_q4,BLK,"BlackRock, Inc.",sec_edgar,metadata,sec-edgar://metadata-first/BLK/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:53705db3d57ca4845c9b97776a1214a02e421f1943045479453aefbad656603f,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
blk_2025_q4,BLK,"BlackRock, Inc.",youtube,video,https://www.youtube.com/results?search_query=BLK+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:af8cb892ffd80b597bcb51d3ec2821133046254ec0ed91668be2bb189f7559dd,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
blk_2025_q4,BLK,"BlackRock, Inc.",vendor,transcript,licensed-vendor://blocked/BLK/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:2b1f8177b5937b34750f4d7134ba09a6a25a76c53f860c980b7b10e49d0fc086,Register license_config_ref before any vendor raw content use.
bx_2025_q4,BX,Blackstone Inc.,official_ir,transcript,https://ir.blackstone.com/,ir.blackstone.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:535a75b11c1a6e8222f874ce4058836cc9c2b9afcbae9ed9ed638b6c404c9b6e,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
bx_2025_q4,BX,Blackstone Inc.,sec_edgar,metadata,sec-edgar://metadata-first/BX/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:b53ba5810bf38519941582c91cb7247b3cbabf4b60d39b5a3896748cafecc005,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
bx_2025_q4,BX,Blackstone Inc.,youtube,video,https://www.youtube.com/results?search_query=BX+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:119a7274460f3bdc761cccf2c6c0ab56b7cd19651ddc91a0f16f099a22949b40,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
bx_2025_q4,BX,Blackstone Inc.,vendor,transcript,licensed-vendor://blocked/BX/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:ff47a29607a7b34fa902e56e3f74c3bc08b1e1551800793e9da2996501bbf0bd,Register license_config_ref before any vendor raw content use.
schw_2025_q4,SCHW,The Charles Schwab Corporation,official_ir,transcript,https://www.aboutschwab.com/investor-relations,www.aboutschwab.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:9e101d6a688c5d92cdfd6895340dadf0a7519b0195e4545f799e98964daa8589,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
schw_2025_q4,SCHW,The Charles Schwab Corporation,sec_edgar,metadata,sec-edgar://metadata-first/SCHW/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:d27d9ac055c7a9c30879692546da4d60a9761ad57216f9d0ef6b7539bab70536,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
schw_2025_q4,SCHW,The Charles Schwab Corporation,youtube,video,https://www.youtube.com/results?search_query=SCHW+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:e994b395e0c088552373654c10db4c7d7818c36982358d7751e13227bf9e100f,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
schw_2025_q4,SCHW,The Charles Schwab Corporation,vendor,transcript,licensed-vendor://blocked/SCHW/2025/Q4,licensed-vendor,license_required,vendor_license_missing,false,false,false,false,,,sha256:f8df2baf9421cc375e4931f85ebb0a49d6136b9f76bc8f0db36d27f0afec2517,Register license_config_ref before any vendor raw content use.
ice_2025_q4,ICE,"Intercontinental Exchange, Inc.",official_ir,transcript,https://ir.theice.com/,ir.theice.com,metadata_only,metadata_only_no_raw_download,false,false,false,false,,,sha256:b7400618090c891d81904e8a5568913caeae3d4884a7ba42c6d5e268dc43f8a8,"Review official IR source terms, robots policy, and event identity before permitted acquisition."
ice_2025_q4,ICE,"Intercontinental Exchange, Inc.",sec_edgar,metadata,sec-edgar://metadata-first/ICE/2025/Q4,sec.gov,metadata_only,sec_metadata_only,false,false,false,false,,,sha256:fb007c9192419bc054d337fe66901bf84904099d77dffbd3fa31a7f4ee5f1fe5,Use SEC metadata-first discovery with descriptive User-Agent and <=10 requests/sec.
ice_2025_q4,ICE,"Intercontinental Exchange, Inc.",youtube,video,https://www.youtube.com/results?search_query=ICE+2025+Q4+earnings+call,www.youtube.com,metadata_only,youtube_media_blocked,false,false,false,false,,,sha256:89b3be5823df804b195aa0f8f5b8db3f1818eae1688fc71f1c84e446f5eb84d1,Keep YouTube as metadata/link reference only unless explicit written authorization exists.
