start,end,text,sentiment,score,topic,period,numbers,numeric_signature,midpoint_hint,guidance_strength,count_numbers,has_percent,has_range,has_currency,matched_cues
850.772,906.157,"MAUs grew 48 million or 2% compared to last year. Q3 Total Family of Apps revenue was $27.4 billion, down 4%. Q3 Family of Apps ad revenue was $27.2 billion, down 4% but up 3% on a constant currency basis. Consistent with our expectations, the headwind to year-over-year growth from Apple’s ATT changes diminished in Q3 as we lapped the first full quarter post the launch of iOS14.5. However, this was offset by weak advertising demand, which we believe continues to be impacted by the uncertain and volatile macroeconomic landscape. As a result, our Q3 constant currency growth rate was in-line with our Q2 rate. The healthcare and travel verticals were the largest positive contributors to growth in Q3. However, this was offset by continued softness in other verticals, including online commerce, gaming, financial services and CPG.",NEGATIVE,0.9976812601089478,revenue,Q3,48;2;3;27.4;4;3;27.2;4;3;3;14.5;3;2;3,2|3|4|14.5|27.2|27.4|48,48.0,0.75,14,True,False,True,year;quarter;q2;q3;revenue
737.31,791.541,"R&D increased 45%, mainly driven by hiring within our Family of Apps and Reality Labs segments, as well as Reality Labs technology development costs. Lastly, Marketing & Sales and G&A increased 6% and 15% respectively, mainly driven by headcount- related costs. Our pace of hiring slowed in the third quarter, consistent with our previously-stated plans. We added 3,700 net new hires in Q3, down from our Q2 net additions of 5,700 despite Q3 typically being a seasonally stronger hiring period. We expect hiring to slow dramatically going forward and to hold headcount roughly flat next year relative to current levels, which I will cover in my outlook section. Third quarter operating income was $5.7 billion, representing a 20% operating margin. Our tax rate was 21%. Net income was $4.4 billion or $1.64 per share.",NEGATIVE,0.9992724061012268,margin,Q3,45;6;15;3700;3;2;5700;3;5.7;20;21;4.4;1.64,1.64|2|3|4.4|5.7|6|15|20|21|45|3700|5700,45.0,0.75,13,True,False,True,outlook;we expect;year;quarter;q2;q3;margin;operating income
686.156,737.31,"Thanks Mark and good afternoon everyone. Let’s begin with our consolidated results. All comparisons are on a year-over-year basis unless otherwise noted. Q3 total revenue was $27.7 billion, down 4% or up 2% on a constant currency basis. Had foreign exchange rates remained constant with Q3 of last year, total revenue would have been approximately $1.8 billion higher. Q3 total expenses were $22.1 billion, up 19% compared to last year. This includes a $413 million impairment of certain operating leases as part of our ongoing work to align our office facilities footprint with our anticipated operating needs. In terms of the specific line items: Cost of revenue decreased 1%, as a reduction in Reality Labs hardware costs was offset by growth in infrastructure and content-related expenses.",NEGATIVE,0.9984319806098938,revenue,Q3,3;27.7;4;2;3;1.8;3;22.1;19;413;1,1|1.8|2|3|4|19|22.1|27.7|413,3.0,0.71,11,True,False,True,year;q3;revenue
1915.39,1975.005,"So Justin, on the Reels transition, as Mark noted, it is incremental to time spent. So we are seeing a benefit from Reels to contributing to overall engagement on the platform. And it's contributing to healthy engagement dynamics. And I'd say that, coupled with our recommendation engine, which is also increasing engagement on the platform, are both promising trends on the engagement front. From a monetization perspective, we are still working to close the gap between Reels and Feeds and Stories, but it's going to take time before Reels becomes a tailwind to revenue. As Mark mentioned, we're on about a $3 billion run rate today, but Reels was still negative overall to revenue by about $500 million in the quarter. So we expect that it should be a tailwind to the business eventually. And we're sort of saying that's probably in the 12- to 18-month time frame.",POSITIVE,0.7252868413925171,revenue,Quarter,3;500;12;18,3|12|18|500,3.0,0.7051,4,False,False,True,we expect;quarter;revenue
245.386,300.386,"Our current surge in capex is largely due to building out our AI infrastructure and we would expect capex to come down as a percent of revenue over the long term. We expect Reality Labs expenses will increase meaningfully again in 2023, with the biggest drivers of that being the launch of the next generation of our consumer Quest headset and hiring that's been done in 2022 but for which we'll be paying the first full year of salaries next year. More broadly, beyond 2023, we expect to pace Reality Labs investments to ensure that we can achieve our goal of growing overall company operating income. Our capital allocation philosophy over the long term is to allocate a portion of the profits generated from the Family of Apps towards these future focused areas while enabling greater return of capital to shareholders.",POSITIVE,0.705374538898468,revenue,FY,2023;2022;2023,2020,2023.0,0.6711,3,True,False,False,we expect;year;revenue;operating income
2688.082,2740.774,"Great, thank you very much. Maybe one question for Dave or Susan and then one for Mark. What kind of base case assumptions for macro are you guys baking in for 2023 with -- against that 12% to 15% increase in OpEx and CapEx guide? And can you talk about maybe the fixed versus variable component in the expense guide that could give you the flexibility to address any material macro changes next year? And Mark, relative to your own expectations when you decided to pursue the metaverse strategy a couple of years ago, how would you rate the company's performance to date in terms of product rollout, engagement with things like Horizon World, et cetera? And is the opportunity evolving in line with your expectations? And if not, what are the key gating factors? Thank you.",POSITIVE,0.9984415173530579,outlook,Year,2023;12;15,12|15|2020,2023.0,0.6697,3,True,False,False,year
2740.774,2798.082,"Hi, it's Susan on the first question. We haven't given revenue guidance yet for 2023, but our Q4 2022 guide is a range, and that range certainly encompasses, I think, a wide variety of macro expectations. We're certainly in a period right now where we are seeing a slowdown in advertising demand, and that correlates with a lot of things that we're seeing outside of just our sector here, including rising inflation and supply chain issues sort of more broadly across the economy. So with that in mind, we have undertaken a 2023 budget process that has applied higher scrutiny to almost all of the areas of our very broad investment portfolio, and we have taken what is an intentionally more conservative approach to our budget and our anticipated growth. You asked about the sort of fixed versus variable components of the 2023 OpEx guide.",POSITIVE,0.913418710231781,outlook,Q4,2023;4;2022;2023;2023,4|2020,2023.0,0.6627,5,False,False,False,guidance;range;q4;revenue
77.308,127.693,"Hey everyone, thanks for joining today. Our community continued to grow this quarter. We now reach more than 3.7 billion people monthly across our family of apps. And while we continue to navigate some challenging dynamics -- a volatile macroeconomy, increasing competition, ads signal loss, and growing costs from our long-term investments -- I have to say that our product trends look better from what I see than some of the commentary I’ve seen suggests. There has been a bunch of speculation about engagement on our apps and what we’re seeing is more positive. On Facebook specifically, the number of people using the service each day is the highest it's ever been -- nearly 2 billion -- and engagement trends are strong. Instagram has more than 2 billion monthly actives.",POSITIVE,0.9984034895896912,other,Quarter,3.7;2;2,2|3.7,3.7,0.6197,3,False,False,True,quarter
1173.465,1226.927,"We do anticipate that Reality Labs operating losses in 2023 will grow significantly year-over-year. Beyond 2023, we expect to pace Reality Labs investments such that we can achieve our goal of growing overall company operating income in the long run. Before turning to our capex outlook, I’d like to provide some context on our infrastructure investment approach. We are currently going through an investment cycle, which is being primarily driven by two large areas of investment: First, we are significantly expanding our AI capacity. These investments are driving substantially all of our capital expenditure growth in 2023. There is some increased capital intensity that comes with moving more of our infrastructure to AI. It requires more expensive servers and networking equipment, and we are building new data centers specifically equipped to support next generation AI-hardware.",POSITIVE,0.9713091850280762,outlook,Year,2023;2023;2023,2020,2023.0,0.5743,3,False,False,False,outlook;we expect;year;operating income
1776.158,1836.543,"And I'll take that second question on next year's OpEx guide. One thing I'd point out first is just next year's guide includes an estimated $2 billion in 2023 expenses that are one-time charges as part of our office facilities consolidation as we continue to rationalize our real estate footprint. We also expect a little over half of our expense dollar growth in 2023 to come from OpEx, with the rest coming from cost of revenue. On the OpEx side, the growth in 2023 OpEx is primarily driven by headcount-related costs from employees that we've already hired through 2022, and those hires have primarily been concentrated in technical and more senior roles. So we expect the slowdown in payroll growth in 2023 will be the result of the slowdown in headcount growth overall. As we mentioned, we expect to end 2023 with headcount roughly flat to where we are now.",NEGATIVE,0.9995102882385254,revenue,Year,2;2023;2023;2023;2022;2023;2023,2|2020,2.0,0.56,7,False,False,True,we expect;year;revenue
2798.082,2859.62,"I think I'd mentioned that over half -- a little over half of that is coming from OpEx, the rest from cost of revenue. So the cost of revenue piece that has the sort of the growth in depreciation, which is certainly fixed and is just playing through from prior year CapEx growth. Part of that is coming from Reality Labs and the launch of the next-gen consumer Quest headset. So that sort of corresponds to the product launch. And then on the OpEx side, we -- a lot of the growth in 2023 OpEx is coming from employees who we've already hired. We expect that we're going to have the same number of employees end of 2023. So that's an area where we're pretty focused on being disciplined also. And then finally, I'd just mention, again, there's that $2 billion office facilities consolidation charge that's also included in the '23 OpEx guide.",NEGATIVE,0.9953870177268982,revenue,Year,2023;2023;2;23,2|23|2020,2023.0,0.56,4,False,False,True,we expect;year;revenue
127.693,186.155,"WhatsApp has more than 2 billion daily actives, also with the exciting trend that North America is now our fastest growing region. Across the family, some apps may be saturated in some countries or some demographics, but overall our apps continue to grow from a large base. We're also seeing engagement grow -- especially strong growth in Reels -- and I'll share more details around that when I discuss our product priorities shortly. In terms of our business, total revenue grew slightly this quarter on a constant currency basis. We’re still behind where I think we should be, but we believe that we will return to healthier revenue growth trends next year. That said, it’s not clear that the economy has stabilized yet so we’re planning our budget somewhat more conservatively. In 2023, we're going to focus our investments on a small number of high priority growth areas.",POSITIVE,0.9966264963150024,revenue,Year,2;2023,2|2020,2.0,0.5593,2,False,False,True,year;quarter;revenue
2409.237,2460.391,"Thanks for taking the questions. Maybe two, if I can. Mark, I would love you to weigh in. Obviously, the company has faced a lot of headwinds from platform changes, competitive dynamics, and a lot of macro impact, as we've talked about over the last 12 to 24 months. How much of this investment cycle is informed by your views around future- proofing the platform, so there are less externalities that can impact it and you're in control more of your own destiny versus elements of curveballs that can be thrown at you that can cause volatility in the business in the medium to long term? And then I'd love to ask one on the metaverse. Understood on the investment cadence in the metaverse over the next couple of years.",POSITIVE,0.7902106046676636,other,Year,12;24,12|24,18.0,0.528,2,False,True,False,year
2360.391,2404.237,"So in terms of ATT impact, we're -- the primary factor is the lapping factor relative to Q2. So in Q2 of 2021, ATT had not been fully rolled out. It was largely rolled out by Q3 of '21. So the fact that we were lapping that period in the third quarter, we got a benefit relative to the second quarter, but that was offset by continued macro weakness. In terms of the efforts to attract content creators, and specifically as it relates to the overall cost structure, we don't anticipate that that's going to have a meaningful impact to the cost structure. And obviously, it's factored into our expense guidance.",NEGATIVE,0.9968134760856628,outlook,Q2,2;2;2021;3;21,2|3|21|2020,2.0,0.48,5,False,False,False,guidance;quarter;q2;q3
1327.312,1384.62,"In addition, as noted on previous calls, we continue to monitor developments regarding the viability of transatlantic data transfers and their potential impact on our European operations. In closing, we are pleased with the growth of the community using our Family of Apps and the engagement improvements we are driving with efforts such as Reels and our AI-powered content recommendations. While we are facing near-term headwinds on revenue, the fundamentals are there for a return to stronger top-line growth. We are approaching 2023 with a focus on efficiency and spending discipline, and I am optimistic that these moves will set us up well to achieve our goal of driving operating income growth over the long-term while investing for future growth. On a personal note, I will be closing out a decade at Meta in the next couple weeks including the last 8 years as CFO.",POSITIVE,0.9992202520370483,revenue,Year,2023;8,8|2020,2023.0,0.4598,2,False,False,False,year;revenue;operating income
1226.927,1272.312,"We expect these investments to provide us a technology advantage and unlock meaningful improvements across many of our key initiatives, including Feed, Reels and ads. We are carefully evaluating the return we achieve from these investments, which will inform the scale of our AI investment beyond 2023. Second, we are making ongoing investments in our data center footprint. In recent years, we have stepped up our investment in bringing more data center capacity online and that work is ongoing in 2023. We believe the additional data center capacity will provide us greater flexibility with the types of servers we purchase and allow us to use them for longer, which we expect to generate greater cost efficiencies over time.",POSITIVE,0.9937406182289124,outlook,Year,2023;2023,2020,2023.0,0.4387,2,False,False,False,we expect;year
1982.313,2044.621,"And on your second question about the CapEx guide, I would really think about our CapEx investment as kind of the AI and non-AI components. On the AI side, which really is driving all of the CapEx growth in 2023, we will be pacing that future investment on the basis of the returns that we're able to see and measure. So frankly, we're hopeful that there will be a big opportunity to invest more here because we expect that this will be a high ROI area of investment for us. On the non-AI side, a lot of that spend is in ongoing investments on our data center footprint where we had stepped up our investment in recent years to build sort of ahead of our anticipated capacity needs, and that work continues in 2023. We do expect this component of our CapEx spend to become more efficient over time, and we're actively looking for more efficiencies there.",POSITIVE,0.9188504815101624,outlook,Year,2023;2023,2020,2023.0,0.4238,2,False,False,False,we expect;year
577.694,633.079,"There are 200 million people who get new PCs every year, mostly for work. Our goal for the Quest Pro line over the next several years is to enable more and more of these people to get their work done in virtual and mixed reality, eventually even better than they could on PCs. To deliver a great work and productivity experience, I'm excited about the partnerships we announced with Microsoft bringing their suite of productivity and enterprise management services to Quest, Adobe and Autodesk bringing their creative tools, Zoom bringing their communication platform, Accenture building solutions for enterprises, and more. There's still a long road ahead to build the next computing platform, but we are clearly doing leading work here. This is a massive undertaking and it’s often going to take a few versions of each product before they become mainstream.",POSITIVE,0.9992592930793762,other,Year,200,200,200.0,0.4199,1,False,False,True,year
1692.312,1756.927,"So Mark, it's Dave. I'll take the first question. Obviously, we're continuing to see significant macro headwinds in the business. We do think there's a big cyclical factor here, so some of it is just going to depend on the broader economy and recovery that we see. But we're continuing to make progress in a number of areas in terms of growth, and Mark cited one of those, which is click-to-messaging ads, which has been a solid grower. It's a $9 billion revenue run rate today, and we're continuing to make good progress on click-to-messaging ads as a driver that's especially been important in some of the developing markets. And overall, we're focusing on a number of areas to grow revenue as we get through this tough cycle. And we're seeing progress on a number of fronts, but it's going to depend to some extent on what the overall macro climate is like.",POSITIVE,0.9876428842544556,revenue,Unknown,9,9,9.0,0.4175,1,False,False,True,revenue
2460.391,2474.237,"Even if qualitatively, how should investors think about the revenue opportunity over the next 3 to 5 years split between the hardware opportunity and the non-hardware opportunity as you see it as the metaverse evolves?",NEGATIVE,0.9973771572113037,revenue,Year,3;5,3|5,4.0,0.39,2,False,True,False,year;revenue
3118.081,3182.312,"And that's also an area where, as far as I can see, the research that we're doing is really leading here. So it's a pretty big surface. I know that sometimes when we ship a product, there's a meme where people say, ""Hey, you're spending all this money, and you've produced this thing,"" and it's -- I think that that's not really the right way to think about it. I think there's a number of different products and platforms that we're building where we think we're doing leading work that will become -- launching consumer products and then eventually mature products at different cadences in different periods of time over the next 5 to 10 years. And in all of these areas, I think the teams are making very good progress. And I think that this will be fundamentally important for the future. Nothing that we're seeing suggests that that's not going to be the case.",NEGATIVE,0.9918416738510132,other,Year,5;10,5|10,7.5,0.37,2,False,True,False,year
186.155,245.386,"So that means some teams will grow meaningfully, but most other teams will stay flat or shrink over the next year. In aggregate, we expect to end 2023 as either roughly the same size, or even a slightly smaller organization than we are today. Three of the primary areas we’re going to focus on are our AI discovery engine that’s powering Reels and other recommendation experiences, our ads and business messaging platforms, and our future vision for the metaverse. The internal indications I’ve seen suggest we're doing leading work and we’re on the right track with these investments, so I think we should keep investing heavily in these areas. As I've shared before, our goal is to grow Family of Apps operating income, such that even with our AI infrastructure and Reality Labs investments, we can still meaningfully grow our overall company operating income in the long run.",POSITIVE,0.9940798282623291,outlook,Year,2023,2020,2023.0,0.3588,1,False,False,False,we expect;year;operating income
0.0,12.308,"Thank you. Good afternoon and welcome to Meta Platforms third quarter 2022 earnings conference call. Joining me today to discuss our results are Mark Zuckerberg, CEO and Dave Wehner, CFO. Susan Li,",POSITIVE,0.9994732737541199,other,Quarter,2022,2020,2022.0,0.3199,1,False,False,False,quarter
1644.235,1692.312,"Yes, hi, thanks for taking the question. A couple, if I may. Mark, the first one, you kind of mentioned in your opening remarks that you expect to get back to kind of revenue growth in 2023. Any color you can share on kind of the key drivers behind that? And how much of that is macro-driven versus some of these initiatives that you guys are working on? And then secondly, for Susan, as we think about kind of the operating expense guidance into 2023, I know historically, those numbers have tended to skew a bit conservative. How much conservatism is baked in there? And how much flexibility is there to kind of toggle some of those expenses depending on the health of core?",NEGATIVE,0.9903693795204163,outlook,Unknown,2023;2023,2020,2023.0,0.24,2,False,False,False,guidance;revenue
356.155,409.617,"First is that our discovery engine work allows us to recommend all types of content beyond Reels as well, including photos, text, links, communities, short and long-form videos, and more. Second is that we can mix this content alongside posts from your family and friends, which can't be generated by AI alone. Third, as more social interactions move to messaging, we're developing a flywheel between discovery and messaging that are going to make these apps stronger. On Instagram alone, people already reshare Reels 1 billion times a day through DMs. Moving to monetization, I've discussed in the past how the growth of short-form video creates near- term challenges since Reels doesn't monetize at the rate of feed or stories yet. That means as Reels grows, we're displacing revenue from higher-monetizing surfaces.",NEGATIVE,0.6054144501686096,revenue,Unknown,1,1,1.0,0.22,1,False,False,True,revenue
1498.466,1552.312,"Yes, hey Brian, why don't I take the time spent question first, and then I'll hand it off to Susan on the CapEx question. So on time spent, we are really pleased with what we're seeing on engagement. And as Mark mentioned, Reels is incremental to time spent. Specifically, in terms of aggregate time spent on Instagram and Facebook, both are up year-over-year in both the U.S. and globally. So while we're not specifically optimizing for time spent, those trends are positive. And we aren't specifically optimizing for time spent because that would tend to tilt us towards longer-form video, and we're actually focused more on short-form and other types of content. So just some color on time spent. And Susan, do you want to take the CapEx question?",POSITIVE,0.999413251876831,capex,Year,,none,,0.2199,0,False,False,False,year
2531.929,2592.698,"So for all these reasons, having a funnel that's more integrated where we do more commerce internally, this is a big part of what we hope to achieve with business messaging. And the fact that you can find a customer, have a thread directly with them in a business chat and be able to sell a product directly or to be able to do customer support and then help people out with the product and then maybe sell them something else, that kind of integration, I think, is going to be valuable very broadly in terms of making sure that the value that we're creating for businesses and consumers can be more efficiently measured and attributed to our services. A lot of this, though, is it's not just about fortifying against outside threats. A lot of this is just you can build new and innovative things by -- when you control more of the stack yourself.",POSITIVE,0.9989938139915466,other,Unknown,,none,,0.2198,0,False,False,False,fy
3320.005,3378.467,"Hi Mark, I'll take this question. We have continued our broader work to rebuild meaningful elements of our ad tech. So our system can improve performance and measurement with -- and we've been making investments in the short and the medium term and over the long term. In the short and the medium term, what we've been very focused on is evolving our ad system by growing on-site conversions with products like lead ads and ads that click-to-message. And we’re continuing to make investments in AI and machine learning to improve measurement, targeting and delivery. We have been pleased with our progress that we've made this quarter to help advertisers improve performance, targeting and measurement. I would be remiss if I didn't talk about how AI and ML is really helping advertisers. One example of this is Advantage+ Shopping. We launched it in August.",POSITIVE,0.991637647151947,other,Quarter,,none,,0.2183,0,False,False,False,quarter
1615.004,1639.235,"So this is something that we'll be watching very closely. We think we're early in this journey, but our level of CapEx investment will depend on the returns that we generate through these investments in AI. And if we generate significant engagement and revenue gains, we'll continue investing here. And if we don't, we'll pace our spending accordingly.",POSITIVE,0.9400491714477539,revenue,Unknown,,none,,0.208,0,False,False,False,revenue
1866.928,1915.39,"Great, a couple of questions on the Reels transition. When you think about that business, and people coming to the site, do you think -- how does it compare to the News Feed as far as repeat rates or retention? And are you a little worried that it's a little less proprietary than your prior content? And then second, I think there are a lot of questions on CapEx. Just wondering if the build here for this year and next is one-time to kind of get your capabilities in place, and then maybe you can go back to kind of a mid-teens level as a percentage of revenue or is just the transition in the business just a higher capital intensity business. Thank you.",NEGATIVE,0.9037365913391113,revenue,Year,,none,,0.19,0,True,False,False,year;revenue
1439.62,1498.466,"Thanks for taking my questions. If I could squeeze in two. The first one is on CapEx and return on invested capital. The CapEx spend and forward expectations are remaining somewhat higher than investors expected. So Mark, can you maybe just give us some examples of what these new AI investments are going to enable you to do differently going forward than in the past? And what's a reasonable period in which investors should expect to see material incremental engagement or revenue from these? And then the second one is on engagement. I thought your comments about incremental time spent from Reels were interesting. But maybe just to sort of address the big topic around time spent, can you give us any update on what U.S. time spent trends look like just to sort of give investors some incremental confidence in the durability of the platform in your oldest market? Thanks.",POSITIVE,0.7541152834892273,revenue,Unknown,,none,,0.1708,0,False,False,False,revenue
2330.006,2360.391,"Thanks for taking the questions. I have two. Dave, you talked about the ATT impact diminishing in 3Q just as you lap the rollout. Curious if you're seeing any meaningful improvements around ATT. Or is this just a function of the year-over-year comp dynamic? And then second, can you just talk about your efforts to attract content creators to Reels? And does revenue sharing impact your margin structure versus the current ad formats and surfaces? Thanks.",NEGATIVE,0.9960331320762634,revenue,Year,3,3,3.0,0.16,1,False,False,False,year;margin;revenue
1836.543,1861.543,"And on the cost of revenue side, we expect the growth rate of cost of revenue to accelerate in '23 driven by the increased depreciation that we're seeing play through from the big CapEx investments that we've made so far and then as well as from Reality Labs with the launch of the next generation of the consumer Quest headset later next year.",NEGATIVE,0.9648720026016235,revenue,Year,23,23,23.0,0.16,1,False,False,False,we expect;year;revenue
